idx,facility_name,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,authority_type,address_str,street_addr,city,postal_code,province,provider,address_str_clean,street_no,street_name
88,ÉCOLE SAINT-JOACHIM,M-12,0,1,1,1,1,DIVISION SCOLAIRE FRANCO-MANITOBAINE,CASE POSTALE 10 29 BAIE NORMANDEAU LA BROQUERIE R0A 0W0 MB,CASE POSTALE 10,LA BROQUERIE,R0A 0W0,MB,Province of Manitoba,case postale 10 29 baie normandeau la broquerie r0a 0w0 mb,29,baie normandeau
89,ÉCOLE SAINT-LAZARE,N-12,1,1,1,1,1,DIVISION SCOLAIRE FRANCO-MANITOBAINE,CASE POSTALE 70 116 AVENUE CHARTIER EST SAINT-LAZARE R0M 1Y0 MB,CASE POSTALE 70,SAINT-LAZARE,R0M 1Y0,MB,Province of Manitoba,case postale 70 116 avenue chartier est saint lazare r0m 1y0 mb,116,avenue chartier est
90,ÉCOLE SAINTE-AGATHE,M-8,0,1,1,1,0,DIVISION SCOLAIRE FRANCO-MANITOBAINE,CASE POSTALE 240 310 CHEMIN PEMBINA TRAIL SAINTE-AGATHE R0G 1Y0 MB,CASE POSTALE 240,SAINTE-AGATHE,R0G 1Y0,MB,Province of Manitoba,case postale 240 310 chemin pembina trail sainte agathe r0g 1y0 mb,310,chemin pembina trail
91,ÉCOLE TACHÉ,M-6,0,1,1,0,0,DIVISION SCOLAIRE FRANCO-MANITOBAINE,744 RUE LANGEVIN SAINT-BONIFACE R2H 2W7 MB,744 RUE LANGEVIN,SAINT-BONIFACE,R2H 2W7,MB,Province of Manitoba,744 rue langevin saint boniface r2h 2w7 mb,744,rue langevin
92,ÉCOLE/COLL. RÉG. GABRIELLE-ROY,N-12,1,1,1,1,1,DIVISION SCOLAIRE FRANCO-MANITOBAINE,310 A CHEMIN LAMOUREUX ÎLE DES CHÊNES R0A 0T1 MB,310 A CHEMIN LAMOUREUX,ÎLE DES CHÊNES,R0A 0T1,MB,Province of Manitoba,310 a chemin lamoureux île des chênes r0a 0t1 mb,310 a,chemin lamoureux île des chênes r0a
93,BRANDON SCHOOL DIVISION SUMMER SCHOOL,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",C/O CROCUS PLAINS HIGH SCHOOL 1930 - 1ST STREET BRANDON R7A 6Y6 MB,C/O CROCUS PLAINS HIGH SCHOOL,BRANDON,R7A 6Y6,MB,Province of Manitoba,c/o crocus plains high school 1930 1st street brandon r7a 6y6 mb,1930,1st street
94,DISTANCE LEARNING UNIT,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",MAIN PLAZA 555 MAIN STREET WINKLER R6W 1C4 MB,MAIN PLAZA,WINKLER,R6W 1C4,MB,Province of Manitoba,main plaza 555 main street winkler r6w 1c4 mb,555,main street winkler
95,INFORM NET,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",181 HENLOW BAY WINNIPEG R3Y 1M7 MB,181 HENLOW BAY,WINNIPEG,R3Y 1M7,MB,Province of Manitoba,181 henlow bay winnipeg r3y 1m7 mb,181,henlow bay
96,NELSON MCINTYRE COLL. SUMMER SCHOOL,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",188 ST. MARY'S ROAD WINNIPEG R2H 1H9 MB,188 ST. MARY'S ROAD,WINNIPEG,R2H 1H9,MB,Province of Manitoba,188 st mary's road winnipeg r2h 1h9 mb,188,st mary's road
97,SEVEN OAKS S.D. SUMMER SCHOOL,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",C/O MAPLES COLL. I.T. CENTRE 2ND FLOOR-1330 JEFFERSON AVE. WINNIPEG R2P 1L3 MB,C/O MAPLES COLL. I.T. CENTRE,WINNIPEG,R2P 1L3,MB,Province of Manitoba,c/o maples coll it centre 2nd floor 1330 jefferson ave winnipeg r2p 1l3 mb,1330,jefferson ave
98,ST. JAMES-ASSINIBOIA SUMMER SCHOOL,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",ST. JAMES COLLEGIATE 1900 PORTAGE AVENUE WINNIPEG R3J 0J1 MB,ST. JAMES COLLEGIATE,WINNIPEG,R3J 0J1,MB,Province of Manitoba,st james collegiate 1900 portage avenue winnipeg r3j 0j1 mb,1900,portage avenue
99,TURTLE MOUNTAIN SCH. DIV. SUMMER SCHOOL,9-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",BOX 280 KILLARNEY R0K 1G0 MB,BOX 280,KILLARNEY,R0K 1G0,MB,Province of Manitoba,killarney r0k 1g0 mb,,
100,UNIV. OF WINNIPEG COLL. SUMMER SCHOOL,10-12,0,0,0,0,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",2W04-515 PORTAGE AVENUE WINNIPEG R3B 2E9 MB,2W04-515 PORTAGE AVENUE,WINNIPEG,R3B 2E9,MB,Province of Manitoba,2w04 515 portage avenue winnipeg r3b 2e9 mb,515,portage avenue
101,WAPASKWA VIRTUAL COLLEGIATE,7-12,0,0,0,1,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",C/O MFNERC 2 - 1100 WAVERLEY STREET WINNIPEG R3T 3X9 MB,C/O MFNERC,WINNIPEG,R3T 3X9,MB,Province of Manitoba,c/o mfnerc 2 1100 waverley street winnipeg r3t 3x9 mb,1100,waverley street
102,WINNIPEG S.D. SUMMER SCHOOL,10-12,0,0,0,0,1,"EVENING, SUMMER & VIRTUAL SCHOOLS",401 CHURCH AVENUE WINNIPEG R2W 1C4 MB,401 CHURCH AVENUE,WINNIPEG,R2W 1C4,MB,Province of Manitoba,401 church avenue winnipeg r2w 1c4 mb,401,church avenue
103,ARBORG COLLEGIATE,9-12,0,0,0,1,1,EVERGREEN SCHOOL DIVISION,BOX 220 461 ST. PETER STREET ARBORG R0C 0A0 MB,BOX 220,ARBORG,R0C 0A0,MB,Province of Manitoba,461 st peter street arborg r0c 0a0 mb,461,st peter street arborg
104,ARBORG EARLY/MIDDLE YEARS SCHOOL,K-8,0,1,1,1,0,EVERGREEN SCHOOL DIVISION,BOX 670 ARBORG R0C 0A0 MB,BOX 670,ARBORG,R0C 0A0,MB,Province of Manitoba,arborg r0c 0a0 mb,,arborg
105,DR. GEORGE JOHNSON MIDDLE SCHOOL,5-8,0,0,1,1,0,EVERGREEN SCHOOL DIVISION,BOX 1170 GIMLI R0C 1B0 MB,BOX 1170,GIMLI,R0C 1B0,MB,Province of Manitoba,gimli r0c 1b0 mb,,
106,GIMLI HIGH SCHOOL,9-12,0,0,0,1,1,EVERGREEN SCHOOL DIVISION,BOX 1260 GIMLI R0C 1B0 MB,BOX 1260,GIMLI,R0C 1B0,MB,Province of Manitoba,gimli r0c 1b0 mb,,
107,RIVERTON COLLEGIATE,8-12,0,0,0,1,1,EVERGREEN SCHOOL DIVISION,BOX 749 RIVERTON R0C 2R0 MB,BOX 749,RIVERTON,R0C 2R0,MB,Province of Manitoba,riverton r0c 2r0 mb,,
108,RIVERTON EARLY MIDDLE YEARS SCHOOL,K-8,0,1,1,1,0,EVERGREEN SCHOOL DIVISION,BOX 280 RIVERTON R0C 2R0 MB,BOX 280,RIVERTON,R0C 2R0,MB,Province of Manitoba,riverton r0c 2r0 mb,,
109,SIGURBJORG STEFANSSON EARLY SCHOOL,K-4,0,1,1,0,0,EVERGREEN SCHOOL DIVISION,BOX 7500 GIMLI R0C 1B0 MB,BOX 7500,GIMLI,R0C 1B0,MB,Province of Manitoba,gimli r0c 1b0 mb,,
110,WINNIPEG BEACH SCHOOL,K-8,0,1,1,1,0,EVERGREEN SCHOOL DIVISION,BOX 130 WINNIPEG BEACH R0C 3G0 MB,BOX 130,WINNIPEG BEACH,R0C 3G0,MB,Province of Manitoba,winnipeg beach r0c 3g0 mb,,
111,'72 MEMORIAL HIGH SCHOOL,7-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY OXFORD HOUSE R0B 1C0 MB,GENERAL DELIVERY,OXFORD HOUSE,R0B 1C0,MB,Province of Manitoba,general delivery oxford house r0b 1c0 mb,,
112,ABBALAK THUNDERSWIFT MEMORIAL SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 160 LITTLE GRAND RAPIDS R0B 0V0 MB,BOX 160,LITTLE GRAND RAPIDS,R0B 0V0,MB,Province of Manitoba,little grand rapids r0b 0v0 mb,,
113,AMOS OKEMOW MEMORIAL SCHOOL,N-11,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 103 GOD'S RIVER R0B 0N0 MB,BOX 103,GOD'S RIVER,R0B 0N0,MB,Province of Manitoba,god's river r0b 0n0 mb,,
114,ANICINABE COMMUNITY SCHOOL,N-3,1,1,1,0,0,FIRST NATIONS SCHOOLS,BOX 219 PINE FALLS R0E 1M0 MB,BOX 219,PINE FALLS,R0E 1M0,MB,Province of Manitoba,pine falls r0e 1m0 mb,,
115,CHARLES SINCLAIR SCHOOL,N-6,1,1,1,0,0,FIRST NATIONS SCHOOLS,BOX 109 KOOSTATAK R0C 1S0 MB,BOX 109,KOOSTATAK,R0C 1S0,MB,Province of Manitoba,koostatak r0c 1s0 mb,,
116,CHEMAWAWIN SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 10 EASTERVILLE R0C 0V0 MB,BOX 10,EASTERVILLE,R0C 0V0,MB,Province of Manitoba,easterville r0c 0v0 mb,,
117,CHIEF CHARLES THOMAS AUDY MEMORIAL SCH.,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 307 BIRCH RIVER R0L 0E0 MB,BOX 307,BIRCH RIVER,R0L 0E0,MB,Province of Manitoba,birch river r0l 0e0 mb,,
118,CHIEF CLIFFORD LYNXLEG ANISHINABE SCHOOL,N-7,1,1,1,1,0,FIRST NATIONS SCHOOLS,VALLEY RIVER RESERVE SHORTDALE R0L 1W0 MB,VALLEY RIVER RESERVE,SHORTDALE,R0L 1W0,MB,Province of Manitoba,valley river reserve shortdale r0l 1w0 mb,,
119,CHIEF SAM COOK MAHMUWEE EDUCATION CENTRE,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY SPLIT LAKE R0B 1P0 MB,GENERAL DELIVERY,SPLIT LAKE,R0B 1P0,MB,Province of Manitoba,general delivery split lake r0b 1p0 mb,,general delivery
120,DONALD AHMO SCHOOL,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY CRANE RIVER R0L 0M0 MB,GENERAL DELIVERY,CRANE RIVER,R0L 0M0,MB,Province of Manitoba,general delivery crane river r0l 0m0 mb,,general delivery
121,EBB AND FLOW SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY EBB AND FLOW R0L 0R0 MB,GENERAL DELIVERY,EBB AND FLOW,R0L 0R0,MB,Province of Manitoba,general delivery ebb and flow r0l 0r0 mb,,general delivery
122,FISHER RIVER HIGH SCHOOL,7-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,"P.O. BOX 360, LOT 78 FISHER RIVER R0C 1S0 MB","P.O. BOX 360, LOT 78",FISHER RIVER,R0C 1S0,MB,Province of Manitoba,lot 78 fisher river r0c 1s0 mb,,
123,FOX LAKE SCHOOL,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,P.O. BOX 279 GILLAM R0B 0L0 MB,P.O. BOX 279,GILLAM,R0B 0L0,MB,Province of Manitoba,gillam r0b 0l0 mb,,gillam
124,GARDEN HILL FIRST NATIONS HIGH SCHOOL,7-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY ISLAND LAKE R0B 0T0 MB,GENERAL DELIVERY,ISLAND LAKE,R0B 0T0,MB,Province of Manitoba,general delivery island lake r0b 0t0 mb,,general delivery
125,GEORGE KNOTT SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY WAASAGOMACH R0B 1Z0 MB,GENERAL DELIVERY,WAASAGOMACH,R0B 1Z0,MB,Province of Manitoba,general delivery waasagomach r0b 1z0 mb,,general delivery waasagomach
126,GEORGE SAUNDERS MEMORIAL SCHOOL,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY P.O. BOX 255 YORK LANDING R0B 2B0 MB,GENERAL DELIVERY,YORK LANDING,R0B 2B0,MB,Province of Manitoba,general delivery york landing r0b 2b0 mb,,general delivery
127,GINEW SCHOOL,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 10 GINEW R0A 2R0 MB,BOX 10,GINEW,R0A 2R0,MB,Province of Manitoba,ginew r0a 2r0 mb,,
128,GOD'S LAKE NARROWS FIRST NATION SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY GOD'S LAKE NARROWS R0B 0M0 MB,GENERAL DELIVERY,GOD'S LAKE NARROWS,R0B 0M0,MB,Province of Manitoba,general delivery god's lake narrows r0b 0m0 mb,,general delivery god's lake narrows
129,INDIAN SPRINGS SCHOOL,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 145 SWAN LAKE R0G 2S0 MB,BOX 145,SWAN LAKE,R0G 2S0,MB,Province of Manitoba,swan lake r0g 2s0 mb,,
130,ISAAC BEAULIEU MEMORIAL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,MARIUS POST OFFICE MARIUS R0H 0T0 MB,MARIUS POST OFFICE,MARIUS,R0H 0T0,MB,Province of Manitoba,marius post office marius r0h 0t0 mb,,
131,JOE A. ROSS SCHOOL,N-6,1,1,1,0,0,FIRST NATIONS SCHOOLS,OPASKWAYAK EDUCATION AUTHORITY BOX 10160 OPASKWAYAK R0B 2J0 MB,OPASKWAYAK EDUCATION AUTHORITY,OPASKWAYAK,R0B 2J0,MB,Province of Manitoba,opaskwayak education authority opaskwayak r0b 2j0 mb,,
132,KEESEEKOOWENIN SCHOOL,K-8,0,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 129 ELPHINSTONE R0J 0N0 MB,BOX 129,ELPHINSTONE,R0J 0N0,MB,Province of Manitoba,elphinstone r0j 0n0 mb,,
133,KISEMATTAWA KISKINWAHAMAKEWIKAMIK,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY SHAMATTAWA R0B 1K0 MB,GENERAL DELIVERY,SHAMATTAWA,R0B 1K0,MB,Province of Manitoba,general delivery shamattawa r0b 1k0 mb,,general delivery
134,KISTIGANWACHEENG ELEMENTARY SCHOOL,N-6,1,1,1,0,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY ISLAND LAKE R0B 0T0 MB,GENERAL DELIVERY,ISLAND LAKE,R0B 0T0,MB,Province of Manitoba,general delivery island lake r0b 0t0 mb,,general delivery
135,LAKE MANITOBA SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 1249 LAKE MAN. FIRST NATION R0C 3K0 MB,BOX 1249,LAKE MAN. FIRST NATION,R0C 3K0,MB,Province of Manitoba,lake man first nation r0c 3k0 mb,,
136,LAKE ST. MARTIN SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 2020 GYPSUMVILLE R0C 1J MB,BOX 2020,GYPSUMVILLE,R0C 1J,MB,Province of Manitoba,gypsumville r0c 1j mb,,gypsumville r0c
137,LAWRENCE SINCLAIR MEMORIAL SCHOOL,N-11,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 210 DALLAS R0C 0S0 MB,BOX 210,DALLAS,R0C 0S0,MB,Province of Manitoba,dallas r0c 0s0 mb,,
138,LITTLE SASKATCHEWAN SCHOOL,N-10,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 5050 GYPSUMVILLE R0C 1J0 MB,BOX 5050,GYPSUMVILLE,R0C 1J0,MB,Province of Manitoba,gypsumville r0c 1j0 mb,,
139,LONG PLAIN SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 430 PORTAGE LA PRAIRIE R1N 3B7 MB,BOX 430,PORTAGE LA PRAIRIE,R1N 3B7,MB,Province of Manitoba,portage la prairie r1n 3b7 mb,,
140,MAHPIYA HDEGA SCHOOL,K-8,0,1,1,1,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY EDWIN R0H 0G0 MB,GENERAL DELIVERY,EDWIN,R0H 0G0,MB,Province of Manitoba,general delivery edwin r0h 0g0 mb,,general delivery edwin
141,MIKISEW HIGH SCHOOL,8-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,BOX 128 CROSS LAKE R0B 0J0 MB,BOX 128,CROSS LAKE,R0B 0J0,MB,Province of Manitoba,cross lake r0b 0j0 mb,,
142,MISKOOSEEPI SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,BLOODVEIN R0C 0J0 MB,,BLOODVEIN,R0C 0J0,MB,Province of Manitoba,bloodvein r0c 0j0 mb,,
143,NEIL DENNIS KEMATCH MEMORIAL SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY PELICAN RAPIDS R0L 1L0 MB,GENERAL DELIVERY,PELICAN RAPIDS,R0L 1L0,MB,Province of Manitoba,general delivery pelican rapids r0l 1l0 mb,,general delivery
144,NISICHAWAYASIHK NEYO OHTINWAK COLLEGIATE,9-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY NELSON HOUSE R0B 1A0 MB,GENERAL DELIVERY,NELSON HOUSE,R0B 1A0,MB,Province of Manitoba,general delivery nelson house r0b 1a0 mb,,
145,OMIISHOSH MEMORIAL SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,PAUINGASSI FIRST NATION BOX 31 PAUINGASSI R0B 2G0 MB,PAUINGASSI FIRST NATION,PAUINGASSI,R0B 2G0,MB,Province of Manitoba,pauingassi first nation pauingassi r0b 2g0 mb,,
146,OSCAR LATHLIN COLLEGIATE,7-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,BOX 10400 OPASKWAYAK R0B 2J0 MB,BOX 10400,OPASKWAYAK,R0B 2J0,MB,Province of Manitoba,opaskwayak r0b 2j0 mb,,
147,OTETISKEWIN KISKINWAMAHTOWEKAMIK,N-8,1,1,1,1,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY NELSON HOUSE R0B 1A0 MB,GENERAL DELIVERY,NELSON HOUSE,R0B 1A0,MB,Province of Manitoba,general delivery nelson house r0b 1a0 mb,,
148,OTTER NELSON RIVER,N-7,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 370 CROSS LAKE EDUCATION AUTHORITY CROSS LAKE R0B 0J0 MB,BOX 370,CROSS LAKE,R0B 0J0,MB,Province of Manitoba,cross lake education authority cross lake r0b 0j0 mb,,
149,OXFORD HOUSE ELEMENTARY SCHOOL,N-6,1,1,1,0,0,FIRST NATIONS SCHOOLS,GENERAL DELIVERY OXFORD HOUSE R0B 1C0 MB,GENERAL DELIVERY,OXFORD HOUSE,R0B 1C0,MB,Province of Manitoba,general delivery oxford house r0b 1c0 mb,,
150,PEGUIS CENTRAL SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 670 PEGUIS FIRST NATION R0C 3J0 MB,BOX 670,PEGUIS FIRST NATION,R0C 3J0,MB,Province of Manitoba,peguis first nation r0c 3j0 mb,,
151,PETER YASSIE MEMORIAL SCHOOL,K-12,0,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY TADOULE LAKE R0B 2C0 MB,GENERAL DELIVERY,TADOULE LAKE,R0B 2C0,MB,Province of Manitoba,general delivery tadoule lake r0b 2c0 mb,,general delivery tadoule lake
152,PETIT CASIMIR MEMORIAL SCHOOL,K-12,0,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY LAC BROCHET R0B 2E0 MB,GENERAL DELIVERY,LAC BROCHET,R0B 2E0,MB,Province of Manitoba,general delivery lac brochet r0b 2e0 mb,,general delivery
153,PINAYMOOTANG SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,FAIRFORD RESERVE FAIRFORD R0C 0X0 MB,FAIRFORD RESERVE,FAIRFORD,R0C 0X0,MB,Province of Manitoba,fairford reserve fairford r0c 0x0 mb,,
154,POPLAR RIVER SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,NEGGINAN P.O. 120 NEGGINAN R0B 0Z0 MB,NEGGINAN P.O. 120,NEGGINAN,R0B 0Z0,MB,Province of Manitoba,negginan po 120 negginan r0b 0z0 mb,120,
155,RED SUCKER LAKE SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,GENERAL DELIVERY RED SUCKER LAKE R0B 1H0 MB,GENERAL DELIVERY,RED SUCKER LAKE,R0B 1H0,MB,Province of Manitoba,general delivery red sucker lake r0b 1h0 mb,,general delivery
156,SAGKEENG ANICINABE HIGH SCHOOL,9-12,0,0,0,1,1,FIRST NATIONS SCHOOLS,BOX 1610 PINE FALLS R0E 1M0 MB,BOX 1610,PINE FALLS,R0E 1M0,MB,Province of Manitoba,pine falls r0e 1m0 mb,,
157,SAGKEENG CONSOLIDATED SCHOOL,4-8,0,0,1,1,0,FIRST NATIONS SCHOOLS,BOX 1610 PINE FALLS R0E 1M0 MB,BOX 1610,PINE FALLS,R0E 1M0,MB,Province of Manitoba,pine falls r0e 1m0 mb,,
158,SAKASTEW SCHOOL,K-12,0,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 319 PUKATAWAGAN R0B 1G0 MB,BOX 319,PUKATAWAGAN,R0B 1G0,MB,Province of Manitoba,pukatawagan r0b 1g0 mb,,
159,SERGEANT TOMMY PRINCE SCHOOL,N-9,1,1,1,1,0,FIRST NATIONS SCHOOLS,BOX 179 SCANTERBURY R0E 1W0 MB,BOX 179,SCANTERBURY,R0E 1W0,MB,Province of Manitoba,scanterbury r0e 1w0 mb,,
160,SIOUX VALLEY SCHOOL,N-12,1,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 99 GRISWOLD R0M 0S0 MB,BOX 99,GRISWOLD,R0M 0S0,MB,Province of Manitoba,griswold r0m 0s0 mb,,
161,SOUTHEAST COLLEGIATE,10-12,0,0,0,0,1,FIRST NATIONS SCHOOLS,1301 LEE BLVD. WINNIPEG R3T 5W8 MB,1301 LEE BLVD.,WINNIPEG,R3T 5W8,MB,Province of Manitoba,1301 lee blvd winnipeg r3t 5w8 mb,1301,lee blvd
162,ST. THERESA POINT SCHOOL,K-12,0,1,1,1,1,FIRST NATIONS SCHOOLS,BOX 670 ST. THERESA POINT R0B 1J0 MB,BOX 670,ST. THERESA POINT,R0B 1J0,MB,Province of Manitoba,st theresa point r0b 1j0 mb,,
163,WAMBDI IYOTAKA SCHOOL,N-K,1,1,0,0,0,FIRST NATIONS SCHOOLS,BOX 146 PIPESTONE R0M 1T0 MB,BOX 146,PIPESTONE,R0M 1T0,MB,Province of Manitoba,pipestone r0m 1t0 mb,,
164,ÉCOLE MCISAAC SCHOOL,K-8,0,1,1,1,0,FLIN FLON SCHOOL DIVISION,336 PRINCESS BOULEVARD FLIN FLON R8A 0K8 MB,336 PRINCESS BOULEVARD,FLIN FLON,R8A 0K8,MB,Province of Manitoba,336 princess boulevard flin flon r8a 0k8 mb,336,princess boulevard
165,HAPNOT COLLEGIATE,9-12,0,0,0,1,1,FLIN FLON SCHOOL DIVISION,115 GREEN STREET FLIN FLON R8A 0P7 MB,115 GREEN STREET,FLIN FLON,R8A 0P7,MB,Province of Manitoba,115 green street flin flon r8a 0p7 mb,115,green street
166,MANY FACES EDUCATION CENTRE,9-12,0,0,0,1,1,FLIN FLON SCHOOL DIVISION,115 GREEN STREET FLIN FLON R8A 0P7 MB,115 GREEN STREET,FLIN FLON,R8A 0P7,MB,Province of Manitoba,115 green street flin flon r8a 0p7 mb,115,green street
167,RUTH BETTS COMMUNITY SCHOOL,K-8,0,1,1,1,0,FLIN FLON SCHOOL DIVISION,9 TERRACE AVENUE FLIN FLON R8A 1S2 MB,9 TERRACE AVENUE,FLIN FLON,R8A 1S2,MB,Province of Manitoba,9 terrace avenue flin flon r8a 1s2 mb,9,terrace avenue
168,BOUNDARY LANE COLONY SCHOOL,K-12,0,1,1,1,1,FORT LA BOSSE SCHOOL DIVISION,BOX 164 ELKHORN R0M 0N0 MB,BOX 164,ELKHORN,R0M 0N0,MB,Province of Manitoba,elkhorn r0m 0n0 mb,,
169,ELKHORN SCHOOL,K-12,0,1,1,1,1,FORT LA BOSSE SCHOOL DIVISION,BOX 310 ELKHORN R0M 0N0 MB,BOX 310,ELKHORN,R0M 0N0,MB,Province of Manitoba,elkhorn r0m 0n0 mb,,
170,GOULTER SCHOOL,K-4,0,1,1,0,0,FORT LA BOSSE SCHOOL DIVISION,BOX 1090 VIRDEN R0M 2C0 MB,BOX 1090,VIRDEN,R0M 2C0,MB,Province of Manitoba,virden r0m 2c0 mb,,
171,KOLA SCHOOL,1-8,0,0,1,1,0,FORT LA BOSSE SCHOOL DIVISION,BOX 312 KOLA R0M 1B0 MB,BOX 312,KOLA,R0M 1B0,MB,Province of Manitoba,kola r0m 1b0 mb,,kola
172,MARY MONTGOMERY SCHOOL,K-4,0,1,1,0,0,FORT LA BOSSE SCHOOL DIVISION,BOX 700 VIRDEN R0M 2C0 MB,BOX 700,VIRDEN,R0M 2C0,MB,Province of Manitoba,virden r0m 2c0 mb,,
173,OAK LAKE COMMUNITY SCHOOL,K-8,0,1,1,1,0,FORT LA BOSSE SCHOOL DIVISION,BOX 7 OAK LAKE R0M 1P0 MB,BOX 7,OAK LAKE,R0M 1P0,MB,Province of Manitoba,oak lake r0m 1p0 mb,,
174,PLAINVIEW COLONY SCHOOL,K-12,0,1,1,1,1,FORT LA BOSSE SCHOOL DIVISION,PLAINVIEW COLONY BOX 59 ELKHORN R0M 0N0 MB,PLAINVIEW COLONY,ELKHORN,R0M 0N0,MB,Province of Manitoba,plainview colony elkhorn r0m 0n0 mb,,plainview colony elkhorn
175,RESTON SCHOOL,K-12,0,1,1,1,1,FORT LA BOSSE SCHOOL DIVISION,BOX 160 RESTON R0M 1X0 MB,BOX 160,RESTON,R0M 1X0,MB,Province of Manitoba,reston r0m 1x0 mb,,
176,VIRDEN COLLEGIATE,9-12,0,0,0,1,1,FORT LA BOSSE SCHOOL DIVISION,BOX 1418 VIRDEN R0M 2C0 MB,BOX 1418,VIRDEN,R0M 2C0,MB,Province of Manitoba,virden r0m 2c0 mb,,
177,VIRDEN JUNIOR HIGH,5-8,0,0,1,1,0,FORT LA BOSSE SCHOOL DIVISION,BOX 1510 VIRDEN R0M 2C0 MB,BOX 1510,VIRDEN,R0M 2C0,MB,Province of Manitoba,virden r0m 2c0 mb,,
178,BARROWS JUNCTION SCHOOL,N-9,1,1,1,1,0,FRONTIER SCHOOL DIVISION,GENERAL DELIVERY BARROWS JUNCTION R0L 0B0 MB,GENERAL DELIVERY,BARROWS JUNCTION,R0L 0B0,MB,Province of Manitoba,general delivery barrows junction r0l 0b0 mb,,general delivery barrows junction
179,BERENS RIVER SCHOOL,N-9,1,1,1,1,0,FRONTIER SCHOOL DIVISION,BOX 344 BERENS RIVER R0B 0A0 MB,BOX 344,BERENS RIVER,R0B 0A0,MB,Province of Manitoba,berens river r0b 0a0 mb,,
180,BLACK RIVER ANISHINABE SCHOOL,N-10,1,1,1,1,1,FRONTIER SCHOOL DIVISION,GENERAL DELIVERY O'HANLEY R0E 1K0 MB,GENERAL DELIVERY,O'HANLEY,R0E 1K0,MB,Province of Manitoba,general delivery o'hanley r0e 1k0 mb,,general delivery o'hanley
