idx,facility_name,source_id,authority_type,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
134,Mother Teresa,489,Separate,Y,Y,N,79 Old Boomer Road Sylvan Lake AB T4S1Z4,Sylvan Lake,AB,T4S1Z4,Province of Alberta,79 old boomer road sylvan lake ab t4s1z4,79,old boomer road
135,Notre Dame Collegiate,519,Separate,N,Y,Y,1500 High Country Drive N.W. High River AB T1V1T7,High River,AB,T1V1T7,Province of Alberta,1500 high country drive nw high river ab t1v1t7,1500,high country drive nw
136,Ecole Les Cypres,520,Francophone,Y,Y,Y,"945 1st Avenue, SE Medicine Hat AB T1A2K6",Medicine Hat,AB,T1A2K6,Province of Alberta,945 1st avenue se medicine hat ab t1a2k6,945,1st avenue se
137,Tiny Treasures Ellenwood,521,ECS Private Operator,N,N,N,200 Rivercrest Dr. SE Unit 201 Calgary AB T2C2X5,Calgary,AB,T2C2X5,Province of Alberta,200 rivercrest dr se unit 201 calgary ab t2c2x5,200,rivercrest dr se
138,École Fox Run School,524,Public,N,Y,N,2 Falcon Ridge Drive Sylvan Lake AB T4S2H1,Sylvan Lake,AB,T4S2H1,Province of Alberta,2 falcon ridge drive sylvan lake ab t4s2h1,2,falcon ridge drive
139,Aboriginal Head Start - St. Francis Site,528,ECS Private Operator,N,N,N,6770-129th Avenue Edmonton AB T5C1V7,Edmonton,AB,T5C1V7,Province of Alberta,6770 129th avenue edmonton ab t5c1v7,6770,129th avenue
140,Visions West School,531,Public,N,Y,Y,4934 - 50 Street Rocky Mountain House AB T4T1A5,Rocky Mountain House,AB,T4T1A5,Province of Alberta,4934 50 street rocky mountain house ab t4t1a5,4934,50 street
141,Two Hills Mennonite School,532,Public,Y,Y,Y,P.O. Box 720 Two Hills AB T0B4K0,Two Hills,AB,T0B4K0,Province of Alberta,two hills ab t0b4k0,,
142,Vermilion Outreach School,533,Public,N,N,Y,5110 46 Street Vermilion AB T9X1G5,Vermilion,AB,T9X1G5,Province of Alberta,5110 46 street vermilion ab t9x1g5,5110,46 street
143,Livingstone Colony School,534,Public,Y,Y,N,PO Box 129 Lundbreck AB T0K1H0,Lundbreck,AB,T0K1H0,Province of Alberta,lundbreck ab t0k1h0,,
144,Hidden Valley School,535,Public,Y,N,N,10959 Hidden Valley Drive NW Calgary AB T3A6J2,Calgary,AB,T3A6J2,Province of Alberta,10959 hidden valley drive nw calgary ab t3a6j2,10959,hidden valley drive nw
145,Crossing Park School,536,Public,Y,Y,N,500 Martindale Blvd. N.E. Calgary AB T3J4W8,Calgary,AB,T3J4W8,Province of Alberta,500 martindale blvd ne calgary ab t3j4w8,500,martindale blvd ne
146,Battalion Park School,537,Public,Y,N,N,369 Sienna Park Drive S.W. Calgary AB T3H4S2,Calgary,AB,T3H4S2,Province of Alberta,369 sienna park drive sw calgary ab t3h4s2,369,sienna park drive sw
147,Monterey Park School,538,Public,Y,N,N,"7400 California Blvd., N.E. Calgary AB T1Y6R2",Calgary,AB,T1Y6R2,Province of Alberta,7400 california blvd ne calgary ab t1y6r2,7400,california blvd ne
148,Red Deer Regional Hospital Education Program,574,Public,Y,Y,Y,4747 - 53 Street Red Deer AB T4N2E6,Red Deer,AB,T4N2E6,Province of Alberta,4747 53 street red deer ab t4n2e6,4747,53 street
149,Wintering Hills,575,Public,Y,Y,Y,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
150,Westwind Alternate School,576,Public,Y,Y,Y,P.O. Box 2129 Cardston AB T0K0K0,Cardston,AB,T0K0K0,Province of Alberta,cardston ab t0k0k0,,
151,Columbus Academy,577,Private School,Y,Y,Y,"Centre 170, Suite 145 10403 - 172 St Edmonton AB T5S1K9",Edmonton,AB,T5S1K9,Province of Alberta,centre 170 10403 172 st edmonton ab t5s1k9,170,10403 172 st
152,Neu Muehl Colony School,580,Public,Y,Y,N,P. O. Box 2398 Drumheller AB T0J0Y0,Drumheller,AB,T0J0Y0,Province of Alberta,p o drumheller ab t0j0y0,,
153,Bishop O'Byrne High School,581,Separate,N,N,Y,Suite 500 333 Shawville Boulevard S.E. Calgary AB T2Y4H3,Calgary,AB,T2Y4H3,Province of Alberta,333 shawville boulevard se calgary ab t2y4h3,333,shawville boulevard se
154,Palliser Beyond Borders at Vulcan,585,Public,N,Y,Y,PO Box 1149 Vulcan AB T0L2B0,Vulcan,AB,T0L2B0,Province of Alberta,vulcan ab t0l2b0,,
155,Bentley Colony School,586,Public,Y,Y,N,28414 TWP Rd 400 Lacombe County AB T4M0S6,Lacombe County,AB,T4M0S6,Province of Alberta,28414 twp rd 400 lacombe county ab t4m0s6,28414,twp rd 400
156,St. Mary's College,587,Provincial,N,N,N,c/o Linda Jacejko 4820 - 46 Street Vermilion AB T9X1G2,Vermilion,AB,T9X1G2,Province of Alberta,c/o linda jacejko 4820 46 street vermilion ab t9x1g2,4820,46 street
157,St. Elizabeth Seton,588,Separate,Y,Y,N,10845 Hidden Valley Drive Calgary AB T3A6K3,Calgary,AB,T3A6K3,Province of Alberta,10845 hidden valley drive calgary ab t3a6k3,10845,hidden valley drive
158,Monsignor J. J. O'Brien,589,Separate,Y,Y,N,99 Bridlewood Road SW Calgary AB T2Y4J5,Calgary,AB,T2Y4J5,Province of Alberta,99 bridlewood road sw calgary ab t2y4j5,99,bridlewood road sw
159,Peace Wapiti Academy,590,Public,N,Y,Y,11410 - 104 Street Grande Prairie AB T8V2Z1,Grande Prairie,AB,T8V2Z1,Province of Alberta,11410 104 street grande prairie ab t8v2z1,11410,104 street
160,Codesa Hutterite Colony School,591,Public,Y,Y,N,P.O. Box 210 Eaglesham AB T0H1H0,Eaglesham,AB,T0H1H0,Province of Alberta,eaglesham ab t0h1h0,,
161,Mountainview School,592,Public,Y,Y,N,435A Highway1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway1 strathmore ab t1p1j4,,
162,Sacred Heart Academy,593,Separate,Y,N,N,709 - 2nd Street Strathmore AB T1P1B8,Strathmore,AB,T1P1B8,Province of Alberta,709 2nd street strathmore ab t1p1b8,709,2nd street
163,Our Lady of the Snows Catholic Academy,594,Separate,Y,Y,Y,3100A Stewart Creek Drive Canmore AB T1W3M6,Canmore,AB,T1W3M6,Province of Alberta,3100a stewart creek drive canmore ab t1w3m6,3100a,stewart creek drive
164,St. Mary's Elementary School,595,Separate,Y,Y,N,5207 - 42 Street Lloydminster AB T9V1M8,Lloydminster,AB,T9V1M8,Province of Alberta,5207 42 street lloydminster ab t9v1m8,5207,42 street
165,Douglasdale School,596,Public,Y,N,N,400 Douglas Park Blvd. S.E. Calgary AB T2Z4A3,Calgary,AB,T2Z4A3,Province of Alberta,400 douglas park blvd se calgary ab t2z4a3,400,douglas park blvd se
166,Scenic Acres School,597,Public,Y,N,N,50 Scurfield Way N.W. Calgary AB T3L1T2,Calgary,AB,T3L1T2,Province of Alberta,50 scurfield way nw calgary ab t3l1t2,50,scurfield way nw
167,Our Lady of Lourdes,598,Separate,Y,Y,N,1916 2nd Street SW Calgary AB T2S1S3,Calgary,AB,T2S1S3,Province of Alberta,1916 2nd street sw calgary ab t2s1s3,1916,2nd street sw
168,Elves Adult & Youth Centre,655,Private School,Y,Y,Y,10825 - 142 Street Edmonton AB T5N3Y7,Edmonton,AB,T5N3Y7,Province of Alberta,10825 142 street edmonton ab t5n3y7,10825,142 street
169,Connect Society's Early Childhood Services,658,ECS Private Operator,N,N,N,"6240-113 Street, N.W. Edmonton AB T6H3L2",Edmonton,AB,T6H3L2,Province of Alberta,6240 113 street nw edmonton ab t6h3l2,6240,113 street nw
170,Strathmore High School,660,Public,N,N,Y,100 Brent Boulevard Strathmore AB T1P1V2,Strathmore,AB,T1P1V2,Province of Alberta,100 brent boulevard strathmore ab t1p1v2,100,brent boulevard
171,Dewberry School ECS,665,ECS Private Operator,N,N,N,Box 1286 Dewberry AB T0B1G0,Dewberry,AB,T0B1G0,Province of Alberta,dewberry ab t0b1g0,,
172,Kitscoty & District Early Childhood Education Kindergarten,677,ECS Private Operator,N,N,N,P.O. Box 405 Kitscoty AB T0B2P0,Kitscoty,AB,T0B2P0,Province of Alberta,kitscoty ab t0b2p0,,
173,Londonderry Child Development Society,681,ECS Private Operator,N,N,N,13931-140 Street Edmonton AB T6V1J7,Edmonton,AB,T6V1J7,Province of Alberta,13931 140 street edmonton ab t6v1j7,13931,140 street
174,Southview Child Care,684,ECS Private Operator,N,N,N,3650 - 91 Street NW Edmonton AB T6E6P1,Edmonton,AB,T6E6P1,Province of Alberta,3650 91 street nw edmonton ab t6e6p1,3650,91 street nw
175,Norwood Child & Family Resource Centre,688,ECS Private Operator,N,N,N,9516 114 Avenue Edmonton AB T5G0K7,Edmonton,AB,T5G0K7,Province of Alberta,9516 114 avenue edmonton ab t5g0k7,9516,114 avenue
176,Sherwood Park Kindergarten,700,ECS Private Operator,N,N,N,105 Main Terrace Sherwood Park AB T8A0R7,Sherwood Park,AB,T8A0R7,Province of Alberta,105 main terrace sherwood park ab t8a0r7,105,main terrace
177,Hay Lakes School ECS,747,ECS Private Operator,N,N,N,P.O. Box 224 Hay Lakes AB T0B1W0,Hay Lakes,AB,T0B1W0,Province of Alberta,hay lakes ab t0b1w0,,
178,Sedgewick ECS Portable,765,ECS Private Operator,N,N,N,P.O. Box 466 Sedgewick AB T0B4C0,Sedgewick,AB,T0B4C0,Province of Alberta,sedgewick ab t0b4c0,,
179,K-C Community Services,770,ECS Private Operator,N,N,N,4725 - 43 Street Sylvan Lake AB T4S1M3,Sylvan Lake,AB,T4S1M3,Province of Alberta,4725 43 street sylvan lake ab t4s1m3,4725,43 street
180,Children's House Day Care,777,ECS Private Operator,N,N,N,1215 - 4 Avenue S. Lethbridge AB T1J0P9,Lethbridge,AB,T1J0P9,Province of Alberta,1215 4 avenue s lethbridge ab t1j0p9,1215,4 avenue s
181,Bragg Creek Community Kindergarten,793,ECS Private Operator,N,N,N,P.O. Box 226 Bragg Creek AB T0L0K0,Bragg Creek,AB,T0L0K0,Province of Alberta,bragg creek ab t0l0k0,,
182,Calgary French & International School,796,Private School,Y,Y,Y,700 - 77 Street S.W. Calgary AB T3H5R1,Calgary,AB,T3H5R1,Province of Alberta,700 77 street sw calgary ab t3h5r1,700,77 street sw
183,Glamorgan Community Kindergarten Society,850,ECS Private Operator,N,N,N,4715 - 45 Street SW Calgary AB T3E3W5,Calgary,AB,T3E3W5,Province of Alberta,4715 45 street sw calgary ab t3e3w5,4715,45 street sw
184,Lomond School ECS,889,ECS Private Operator,N,N,N,P.O. Box 177 Lomond AB T0L1G0,Lomond,AB,T0L1G0,Province of Alberta,lomond ab t0l1g0,,
185,Schuler School Early Childhood Services,913,ECS Private Operator,N,N,N,20 1st Avenue W Schuler AB T0J3B0,Schuler,AB,T0J3B0,Province of Alberta,20 1st avenue w schuler ab t0j3b0,20,1st avenue w
186,Thornhill Community Building Early Childhood Society,941,ECS Private Operator,N,N,N,6617 Centre Street N. Calgary AB T2K4Y5,Calgary,AB,T2K4Y5,Province of Alberta,6617 centre street n calgary ab t2k4y5,6617,centre street n
187,Jenner School,955,ECS Private Operator,N,N,N,Box 64 Jenner AB T0J1W0,Jenner,AB,T0J1W0,Province of Alberta,jenner ab t0j1w0,,
188,Warren Peer School ECS,975,ECS Private Operator,N,N,N,P.O Box 132 Acadia Valley AB T0J0A0,Acadia Valley,AB,T0J0A0,Province of Alberta,acadia valley ab t0j0a0,,
189,Early Discoveries Childhood Services,992,ECS Private Operator,N,N,N,PO BOX 27074 Tuscany PO Calgary AB T3L2Y1,Calgary,AB,T3L2Y1,Province of Alberta,tuscany po calgary ab t3l2y1,,
190,Blue Ridge Colony School,994,Public,Y,Y,N,Box 10 Cardston AB T0K0K0,Cardston,AB,T0K0K0,Province of Alberta,cardston ab t0k0k0,,
191,History Re-Registration,995,Provincial,N,N,N,10044 - 108 Street Edmonton AB T5J5E6,Edmonton,AB,T5J5E6,Province of Alberta,10044 108 street edmonton ab t5j5e6,10044,108 street
192,August Departmental Exam,996,Provincial,N,N,N,10044 - 108 Street Edmonton AB T5J5E6,Edmonton,AB,T5J5E6,Province of Alberta,10044 108 street edmonton ab t5j5e6,10044,108 street
193,Departmental Evaluation,999,Provincial,N,N,N,10044 - 108 Street Edmonton AB T5J5E6,Edmonton,AB,T5J5E6,Province of Alberta,10044 108 street edmonton ab t5j5e6,10044,108 street
194,Jackson Heights Elementary,1003,Public,Y,N,N,"311 Jackson Rd., N.W. Edmonton AB T6L6S7",Edmonton,AB,T6L6S7,Province of Alberta,311 jackson rd nw edmonton ab t6l6s7,311,jackson rd nw
195,George P. Nicholson School,1004,Public,Y,N,N,1120 - 113 Street Edmonton AB T6J7J4,Edmonton,AB,T6J7J4,Province of Alberta,1120 113 street edmonton ab t6j7j4,1120,113 street
196,Edmonton Khalsa School,1006,Private School,Y,N,N,3945 34 Street NW Box No 92135 Edmonton AB T6T1N1,Edmonton,AB,T6T1N1,Province of Alberta,3945 34 street nw box no 92135 edmonton ab t6t1n1,3945,34 street nw
197,Headway School Society of Alberta,1008,Private School,Y,Y,Y,10435-76 Street NW Edmonton AB T6A3B1,Edmonton,AB,T6A3B1,Province of Alberta,10435 76 street nw edmonton ab t6a3b1,10435,76 street nw
198,Ecole de La Source,1014,Francophone,Y,Y,Y,360 - 94 Avenue S.E. Calgary AB T2J0E8,Calgary,AB,T2J0E8,Province of Alberta,360 94 avenue se calgary ab t2j0e8,360,94 avenue se
199,Calgary Academy Collegiate,1015,Private School,Y,Y,Y,1677 - 93rd Street S.W. Calgary AB T3H0R3,Calgary,AB,T3H0R3,Province of Alberta,1677 93rd street sw calgary ab t3h0r3,1677,93rd street sw
200,NorthStar Academy,1016,Public,Y,Y,Y,Box 2220 Didsbury AB T0M0W0,Didsbury,AB,T0M0W0,Province of Alberta,didsbury ab t0m0w0,,
201,Drayton Valley Community Outreach School,1017,Public,N,Y,Y,5056-50th Avenue Drayton Valley AB T7A1R6,Drayton Valley,AB,T7A1R6,Province of Alberta,5056 50th avenue drayton valley ab t7a1r6,5056,50th avenue
202,Alberta Chung Wah School,1020,Private School,N,N,Y,"#270, 328 Centre Street S.E. Calgary AB T2G4X8",Calgary,AB,T2G4X8,Province of Alberta,#270 328 centre street se calgary ab t2g4x8,328,centre street se
203,Beyond Walls Outreach School,1021,Public,N,N,Y,1008 Allowance Avenue S.E. Medicine Hat AB T1A3G8,Medicine Hat,AB,T1A3G8,Province of Alberta,1008 allowance avenue se medicine hat ab t1a3g8,1008,allowance avenue se
204,Learning Store West Edmonton,1022,Public,N,N,Y,9532 - 163 Street NW Edmonton AB T5P3M7,Edmonton,AB,T5P3M7,Province of Alberta,9532 163 street nw edmonton ab t5p3m7,9532,163 street nw
205,St. John Bosco,1024,Separate,Y,N,N,7411 - 161A Avenue Edmonton AB T5Z3V4,Edmonton,AB,T5Z3V4,Province of Alberta,7411 161a avenue edmonton ab t5z3v4,7411,161a avenue
206,Father Michael Troy Junior High,1025,Separate,N,Y,N,3630 23 Street Edmonton AB T6T1W7,Edmonton,AB,T6T1W7,Province of Alberta,3630 23 street edmonton ab t6t1w7,3630,23 street
207,Archbishop Joseph MacNeil,1026,Separate,Y,Y,N,750 Leger Way Edmonton AB T6R3H4,Edmonton,AB,T6R3H4,Province of Alberta,750 leger way edmonton ab t6r3h4,750,leger way
208,St. Teresa of Calcutta Elementary School,1027,Separate,Y,N,N,9008 - 105A Avenue Edmonton AB T5H4P9,Edmonton,AB,T5H4P9,Province of Alberta,9008 105a avenue edmonton ab t5h4p9,9008,105a avenue
209,St. Oscar Romero Catholic High School,1028,Separate,N,N,Y,17760 - 69 Avenue Edmonton AB T5T6X3,Edmonton,AB,T5T6X3,Province of Alberta,17760 69 avenue edmonton ab t5t6x3,17760,69 avenue
210,St. Gabriel the Archangel,1029,Separate,N,Y,Y,197 Invermere Drive Chestermere AB T1X1M7,Chestermere,AB,T1X1M7,Province of Alberta,197 invermere drive chestermere ab t1x1m7,197,invermere drive
211,Bearspaw School,1030,Public,Y,Y,N,253210 Bearspaw Road Calgary AB T3L2S5,Calgary,AB,T3L2S5,Province of Alberta,253210 bearspaw road calgary ab t3l2s5,253210,bearspaw road
212,Corbett Hall Early Education Program,1032,ECS Private Operator,N,N,N,2-70 Corbett Hall University of Alberta Edmonton AB T6G2G4,Edmonton,AB,T6G2G4,Province of Alberta,2 70 corbett hall university of alberta edmonton ab t6g2g4,2 70,corbett hall
213,Bluegrass Colony School,1033,Public,Y,Y,N,6302 - 56 Street Taber AB T1G1Z9,Taber,AB,T1G1Z9,Province of Alberta,6302 56 street taber ab t1g1z9,6302,56 street
214,Vermilion and Area Brighter Beginnings,1037,ECS Private Operator,N,N,N,4820 - 46 Street Vermilion AB T9X1G2,Vermilion,AB,T9X1G2,Province of Alberta,4820 46 street vermilion ab t9x1g2,4820,46 street
215,Coventry Hills School,1038,Public,Y,N,N,12350 Coventry Hills Way NE Calgary AB T3K5S9,Calgary,AB,T3K5S9,Province of Alberta,12350 coventry hills way ne calgary ab t3k5s9,12350,coventry hills way ne
216,Fireweed Education Centre,1039,Federal Jail,N,N,Y,Edmonton Institution for Women 11151 - 178 Street Edmonton AB T5S2H9,Edmonton,AB,T5S2H9,Province of Alberta,edmonton institution for women 11151 178 street edmonton ab t5s2h9,11151,178 street
217,Wolf Creek Academy,1040,Public,Y,Y,N,5414 - 50 Street (North Entran Lacombe AB T4L1G4,Lacombe,AB,T4L1G4,Province of Alberta,5414 50 street (north entran lacombe ab t4l1g4,5414,50 street north entran
218,Prairie Waters Elementary School,1042,Public,Y,N,N,201 Invermere Drive Chestermere AB T1X1M6,Chestermere,AB,T1X1M6,Province of Alberta,201 invermere drive chestermere ab t1x1m6,201,invermere drive
219,Alberta Learning - Self Registrations,1043,Provincial,N,N,N,10044 - 108 Street Edmonton AB T5J5E6,Edmonton,AB,T5J5E6,Province of Alberta,10044 108 street edmonton ab t5j5e6,10044,108 street
220,Cleardale Colony School,1045,Public,Y,Y,Y,Bag 200 Cleardale AB T0H3Y0,Cleardale,AB,T0H3Y0,Province of Alberta,bag 200 cleardale ab t0h3y0,,
221,Yufeng Chinese School,1048,Private School,Y,Y,Y,169 Citadel Ridge Close NW Calgary AB T3G4V5,Calgary,AB,T3G4V5,Province of Alberta,169 citadel ridge close nw calgary ab t3g4v5,169,citadel ridge close nw
222,Ecole Desrochers,1050,Francophone,Y,Y,Y,302 Elm Avenue Jasper AB T0E1E0,Jasper,AB,T0E1E0,Province of Alberta,302 elm avenue jasper ab t0e1e0,302,elm avenue
223,Breaking Point Colony School,1051,Public,Y,Y,Y,Box 488 Manning AB T0H2M0,Manning,AB,T0H2M0,Province of Alberta,manning ab t0h2m0,,
224,Colonel Sanders School,1053,Public,Y,N,N,226 Northmount Drive N.W. Calgary AB T2K3G5,Calgary,AB,T2K3G5,Province of Alberta,226 northmount drive nw calgary ab t2k3g5,226,northmount drive nw
225,Piitoayis Family School,1054,Public,Y,N,N,1921 9 Ave SE Calgary AB T2G0V3,Calgary,AB,T2G0V3,Province of Alberta,1921 9 ave se calgary ab t2g0v3,1921,9 ave se
226,Horizon Group Care,1055,Public,N,N,Y,10001 - 93 Street Sexsmith AB T0H3C0,Sexsmith,AB,T0H3C0,Province of Alberta,10001 93 street sexsmith ab t0h3c0,10001,93 street
227,Grimmon House,1058,Public,N,N,Y,c/o Marcie Perdue 4905 - 50 Street Innisfail AB T4G1W4,Innisfail,AB,T4G1W4,Province of Alberta,c/o marcie perdue 4905 50 street innisfail ab t4g1w4,4905,50 street
228,Students On Line,1059,Public,Y,Y,Y,P.O.Box 1241 Dewberry AB T0B1G0,Dewberry,AB,T0B1G0,Province of Alberta,pobox 1241 dewberry ab t0b1g0,,
229,Ecole Notre-Dame des Monts,1060,Francophone,Y,Y,Y,3100B Stewart Creek Drive Canmore AB T1W3M6,Canmore,AB,T1W3M6,Province of Alberta,3100b stewart creek drive canmore ab t1w3m6,3100b,stewart creek drive
230,Lead Foundation,1062,ECS Private Operator,N,N,N,Suite 209 5271 Memorial Drive SE Calgary AB T2A4V1,Calgary,AB,T2A4V1,Province of Alberta,5271 memorial drive se calgary ab t2a4v1,5271,memorial drive se
231,Mattie McCullough Elementary School,1063,Public,Y,N,N,26 Lawford Avenue Red Deer AB T4R3L6,Red Deer,AB,T4R3L6,Province of Alberta,26 lawford avenue red deer ab t4r3l6,26,lawford avenue
232,CBe - Learn,1064,Public,Y,Y,Y,2336 53 Avenue S.W. Calgary AB T3E1L2,Calgary,AB,T3E1L2,Province of Alberta,2336 53 avenue sw calgary ab t3e1l2,2336,53 avenue sw
233,Livingstone Range Summer School,1067,Public,N,N,N,Box 1810 410 20 Street Fort Macleod AB T0L0Z0,Fort Macleod,AB,T0L0Z0,Province of Alberta,410 20 street fort macleod ab t0l0z0,410,20 street
234,STAR Catholic Outreach School,1075,Separate,N,N,Y,4815 - 50 Avenue Leduc AB T9E6X8,Leduc,AB,T9E6X8,Province of Alberta,4815 50 avenue leduc ab t9e6x8,4815,50 avenue
235,MHHS Gateway School,1076,Public,N,Y,Y,P.O. Box 1090 714b Main Street Pincher Creek AB T0K1W0,Pincher Creek,AB,T0K1W0,Province of Alberta,714b main street pincher creek ab t0k1w0,714b,main street
236,Green Acres School,1077,Public,Y,Y,N,c/o Golden Hills School Div. 435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,c/o golden hills school div 435a highway 1 strathmore ab t1p1j4,,c/o golden hills school div 435a highway 1
237,Polish Sienkiewicz School,1096,Private School,N,N,Y,P.O.Box78076 RPO Callingwood Edmonton AB T5t6A1,Edmonton,AB,T5t6A1,Province of Alberta,pobox78076 rpo callingwood edmonton ab t5t6a1,,
238,G. S. Lakie Middle School,1097,Public,Y,Y,N,50 Blackfoot Blvd. West Lethbridge AB T1K7N7,Lethbridge,AB,T1K7N7,Province of Alberta,50 blackfoot blvd west lethbridge ab t1k7n7,50,blackfoot blvd west
239,Valley Creek School,1098,Public,Y,Y,N,10951 Hidden Valley Dr NW Calgary AB T3A6J2,Calgary,AB,T3A6J2,Province of Alberta,10951 hidden valley dr nw calgary ab t3a6j2,10951,hidden valley dr nw
240,Somerset School,1099,Public,Y,N,N,150 Somerset Manor S.W. Calgary AB T2Y4S2,Calgary,AB,T2Y4S2,Province of Alberta,150 somerset manor sw calgary ab t2y4s2,150,somerset manor sw
241,Armada Colony School,1100,Public,Y,Y,Y,6302 - 56 Street Taber AB T1G1Z9,Taber,AB,T1G1Z9,Province of Alberta,6302 56 street taber ab t1g1z9,6302,56 street
242,Beaverlodge Regional High School,1101,Public,N,N,Y,P.O. Bag 700 Beaverlodge AB T0H0C0,Beaverlodge,AB,T0H0C0,Province of Alberta,po bag 700 beaverlodge ab t0h0c0,,po bag 700
243,Beaverlodge Elementary School,1102,Public,Y,N,N,P.O. Bag 1500 Beaverlodge AB T0H0C0,Beaverlodge,AB,T0H0C0,Province of Alberta,po bag 1500 beaverlodge ab t0h0c0,,
244,Bezanson School,1103,Public,Y,Y,N,General Delivery Bezanson AB T0H0G0,Bezanson,AB,T0H0G0,Province of Alberta,general delivery bezanson ab t0h0g0,,general delivery
245,Elmworth School,1104,Public,Y,Y,N,Box 24 Elmworth AB T0H1J0,Elmworth,AB,T0H1J0,Province of Alberta,elmworth ab t0h1j0,,
246,Harry Balfour School,1105,Public,Y,Y,N,10815 - 104 Street Grande Prairie AB T8V6R2,Grande Prairie,AB,T8V6R2,Province of Alberta,10815 104 street grande prairie ab t8v6r2,10815,104 street
