idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
929,Iona Secondary School,722790,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,2170 South Sheridan Way,2170 South Sheridan Way Mississauga Ontario L5J2M4,Mississauga,Ontario,L5J2M4,Province of Ontario,,2170 south sheridan way mississauga ontario l5j2m4,2170,south sheridan way
930,John Cabot Catholic Secondary School,724564,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,635 Willowbank Trail,635 Willowbank Trail Mississauga Ontario L4W3L6,Mississauga,Ontario,L4W3L6,Province of Ontario,,635 willowbank trail mississauga ontario l4w3l6,635,willowbank trail
931,Lester B Pearson Catholic School,726494,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,140 Howden Blvd,140 Howden Blvd Brampton Ontario L6S2G1,Brampton,Ontario,L6S2G1,Province of Ontario,,140 howden blvd brampton ontario l6s2g1,140,howden blvd
932,Loyola Catholic Secondary School,798118,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,3566 South Common Crt,3566 South Common Crt Mississauga Ontario L5L2B1,Mississauga,Ontario,L5L2B1,Province of Ontario,,3566 south common crt mississauga ontario l5l2b1,3566,south common crt
933,Mary Fix Catholic School,730742,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,486 Paisley Blvd W,486 Paisley Blvd W Mississauga Ontario L5B2M4,Mississauga,Ontario,L5B2M4,Province of Ontario,,486 paisley blvd w mississauga ontario l5b2m4,486,paisley blvd w
934,Metropolitan Andrei Catholic School,731447,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,515 Mississauga Valley Boulevard,515 Mississauga Valley Boulevard Mississauga Ontario L5A3G6,Mississauga,Ontario,L5A3G6,Province of Ontario,,515 mississauga valley boulevard mississauga ontario l5a3g6,515,mississauga valley boulevard
935,Notre Dame Catholic Secondary School,690694,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,2 Notre Dame Ave,2 Notre Dame Ave Brampton Ontario L6Z4L5,Brampton,Ontario,L6Z4L5,Province of Ontario,,2 notre dame ave brampton ontario l6z4l5,2,notre dame ave
936,Our Lady of Fatima School,742171,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,39 Sunset Blvd,39 Sunset Blvd Brampton Ontario L6X1X1,Brampton,Ontario,L6X1X1,Province of Ontario,,39 sunset blvd brampton ontario l6x1x1,39,sunset blvd
937,Our Lady of Good Voyage Catholic School,742821,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,5850 River Grove Ave,5850 River Grove Ave Mississauga Ontario L5M4W2,Mississauga,Ontario,L5M4W2,Province of Ontario,,5850 river grove ave mississauga ontario l5m4w2,5850,river grove ave
938,Our Lady of Lourdes Catholic Elementary School,782606,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,25 Mount Royal Circle,25 Mount Royal Circle Brampton Ontario L6P1W3,Brampton,Ontario,L6P1W3,Province of Ontario,,25 mount royal circle brampton ontario l6p1w3,25,mount royal circle
939,Our Lady of Mercy Elementary School,747440,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,5820 Glen Erin Dr,5820 Glen Erin Dr Mississauga Ontario L5M5J9,Mississauga,Ontario,L5M5J9,Province of Ontario,,5820 glen erin dr mississauga ontario l5m5j9,5820,glen erin dr
940,Our Lady of Mount Carmel Secondary School,742333,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,3700 Trelawny Circle,3700 Trelawny Circle Mississauga Ontario L5N5J7,Mississauga,Ontario,L5N5J7,Province of Ontario,,3700 trelawny circle mississauga ontario l5n5j7,3700,trelawny circle
941,Our Lady of Peace School,749087,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,15 Fincham Ave,15 Fincham Ave Brampton Ontario L6X3V2,Brampton,Ontario,L6X3V2,Province of Ontario,,15 fincham ave brampton ontario l6x3v2,15,fincham ave
942,Our Lady of Providence Elementary School,747882,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,35 Black Oak Dr,35 Black Oak Dr Brampton Ontario L6R1B9,Brampton,Ontario,L6R1B9,Province of Ontario,,35 black oak dr brampton ontario l6r1b9,35,black oak dr
943,Pauline Vanier Catholic Elementary School,750042,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,56 Oaklea Blvd,56 Oaklea Blvd Brampton Ontario L6Y4G5,Brampton,Ontario,L6Y4G5,Province of Ontario,,56 oaklea blvd brampton ontario l6y4g5,56,oaklea blvd
944,Philip Pocock Catholic Secondary School,751430,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,4555 Tomken Rd,4555 Tomken Rd Mississauga Ontario L4W1J9,Mississauga,Ontario,L4W1J9,Province of Ontario,,4555 tomken rd mississauga ontario l4w1j9,4555,tomken rd
945,Queen of Heaven School,752029,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1198 Alexandra Ave.,1198 Alexandra Ave. Mississauga Ontario L5E2A5,Mississauga,Ontario,L5E2A5,Province of Ontario,,1198 alexandra ave mississauga ontario l5e2a5,1198,alexandra ave
946,Robert F Hall Catholic Secondary School,753211,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,6500 Old Church Rd,6500 Old Church Rd Caledon East Ontario L7C0H3,Caledon East,Ontario,L7C0H3,Province of Ontario,,6500 old church rd caledon east ontario l7c0h3,6500,old church rd
947,Sacred Heart Separate School,867942,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,24 Kerwood Place,24 Kerwood Place Brampton Ontario L6Z1Y1,Brampton,Ontario,L6Z1Y1,Province of Ontario,,24 kerwood place brampton ontario l6z1y1,24,kerwood place
948,San Lorenzo Ruiz Elementary School,759481,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,100 Barondale Dr,100 Barondale Dr Mississauga Ontario L4Z3R1,Mississauga,Ontario,L4Z3R1,Province of Ontario,,100 barondale dr mississauga ontario l4z3r1,100,barondale dr
949,St Agnes Separate School,770434,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,103 Richvale Dr S,103 Richvale Dr S Brampton Ontario L6Z4G6,Brampton,Ontario,L6Z4G6,Province of Ontario,,103 richvale dr s brampton ontario l6z4g6,103,richvale dr s
950,St Albert of Jerusalem Elementary School,766364,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,7185 Rosehurst Dr,7185 Rosehurst Dr Mississauga Ontario L5N7G6,Mississauga,Ontario,L5N7G6,Province of Ontario,,7185 rosehurst dr mississauga ontario l5n7g6,7185,rosehurst dr
951,St Alfred School,759562,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3341 Havenwood Dr,3341 Havenwood Dr Mississauga Ontario L4X2M2,Mississauga,Ontario,L4X2M2,Province of Ontario,,3341 havenwood dr mississauga ontario l4x2m2,3341,havenwood dr
952,St Aloysius Gonzaga Secondary School,767255,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,2800 Erin Centre Blvd,2800 Erin Centre Blvd Mississauga Ontario L5M6R5,Mississauga,Ontario,L5M6R5,Province of Ontario,,2800 erin centre blvd mississauga ontario l5m6r5,2800,erin centre blvd
953,St Andrew School,772496,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,50 Meadow Dr,50 Meadow Dr Orangeville Ontario L9W3Z1,Orangeville,Ontario,L9W3Z1,Province of Ontario,,50 meadow dr orangeville ontario l9w3z1,50,meadow dr
954,St Angela Merici Catholic Elementary School,770620,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,83 Edenbrook Hill Dr,83 Edenbrook Hill Dr Brampton Ontario L7A2N7,Brampton,Ontario,L7A2N7,Province of Ontario,,83 edenbrook hill dr brampton ontario l7a2n7,83,edenbrook hill dr
955,St Anne Separate School,771759,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,124 Vodden St,124 Vodden St Brampton Ontario L6V1M5,Brampton,Ontario,L6V1M5,Province of Ontario,,124 vodden st brampton ontario l6v1m5,124,vodden st
956,St Anthony School,773530,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,950 North Park Dr,950 North Park Dr Brampton Ontario L6S3L5,Brampton,Ontario,L6S3L5,Province of Ontario,,950 north park dr brampton ontario l6s3l5,950,north park dr
957,St Augustine Secondary School,775606,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,27 Drinkwater Rd,27 Drinkwater Rd Brampton Ontario L6Y4T6,Brampton,Ontario,L6Y4T6,Province of Ontario,,27 drinkwater rd brampton ontario l6y4t6,27,drinkwater rd
958,St Basil School,776092,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,4235 Golden Orchard Dr,4235 Golden Orchard Dr Mississauga Ontario L4W3G1,Mississauga,Ontario,L4W3G1,Province of Ontario,,4235 golden orchard dr mississauga ontario l4w3g1,4235,golden orchard dr
959,St Benedict Elementary School,776742,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,345 Blind Line,345 Blind Line Orangeville Ontario L9W4X1,Orangeville,Ontario,L9W4X1,Province of Ontario,,345 blind line orangeville ontario l9w4x1,345,blind line
960,St Bernadette Elementary School,777528,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1060 White Clover Way,1060 White Clover Way Mississauga Ontario L5V1G7,Mississauga,Ontario,L5V1G7,Province of Ontario,,1060 white clover way mississauga ontario l5v1g7,1060,white clover way
961,St Brigid School,780804,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,81 Torrance Woods,81 Torrance Woods Brampton Ontario L6Y2X4,Brampton,Ontario,L6Y2X4,Province of Ontario,,81 torrance woods brampton ontario l6y2x4,81,torrance woods
962,St Catherine of Siena School,781401,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,2350 Hurontario St N,2350 Hurontario St N Mississauga Ontario L5B1N1,Mississauga,Ontario,L5B1N1,Province of Ontario,,2350 hurontario st n mississauga ontario l5b1n1,2350,hurontario st n
963,St Cecilia Elementary School,781819,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,10 Brickyard Way,10 Brickyard Way Brampton Ontario L6V4L5,Brampton,Ontario,L6V4L5,Province of Ontario,,10 brickyard way brampton ontario l6v4l5,10,brickyard way
964,St Christopher School,783870,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1195 Clarkson Rd N,1195 Clarkson Rd N Mississauga Ontario L5J2W1,Mississauga,Ontario,L5J2W1,Province of Ontario,,1195 clarkson rd n mississauga ontario l5j2w1,1195,clarkson rd n
965,St Clare School,784290,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,4140 Glen Erin Dr,4140 Glen Erin Dr Mississauga Ontario L5L2Z3,Mississauga,Ontario,L5L2Z3,Province of Ontario,,4140 glen erin dr mississauga ontario l5l2z3,4140,glen erin dr
966,St Cornelius School,785393,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,16066 Innis Lake Rd,16066 Innis Lake Rd Caledon East Ontario L7C2Z2,Caledon East,Ontario,L7C2Z2,Province of Ontario,,16066 innis lake rd caledon east ontario l7c2z2,16066,innis lake rd
967,St David of Wales Separate School,785997,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,4200 Beacon Lane,4200 Beacon Lane Mississauga Ontario L5C3V9,Mississauga,Ontario,L5C3V9,Province of Ontario,,4200 beacon lane mississauga ontario l5c3v9,4200,beacon lane
968,St Dominic Separate School,786730,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,515 Hartsdale Ave,515 Hartsdale Ave Mississauga Ontario L5G2G7,Mississauga,Ontario,L5G2G7,Province of Ontario,,515 hartsdale ave mississauga ontario l5g2g7,515,hartsdale ave
969,St Edith Stein Elementary School,690031,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,6234 Osprey Blvd,6234 Osprey Blvd Mississauga Ontario L5N5V5,Mississauga,Ontario,L5N5V5,Province of Ontario,,6234 osprey blvd mississauga ontario l5n5v5,6234,osprey blvd
970,St Edmund Campion Secondary School,788511,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,275 Brisdale Drive,275 Brisdale Drive Brampton Ontario L7A3C7,Brampton,Ontario,L7A3C7,Province of Ontario,,275 brisdale drive brampton ontario l7a3c7,275,brisdale drive
971,St Edmund Separate School,787647,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1250 Melton Dr,1250 Melton Dr Mississauga Ontario L4Y1L5,Mississauga,Ontario,L4Y1L5,Province of Ontario,,1250 melton dr mississauga ontario l4y1l5,1250,melton dr
972,St Elizabeth Seton School,789143,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,6133 Glen Erin Dr,6133 Glen Erin Dr Mississauga Ontario L5N2T7,Mississauga,Ontario,L5N2T7,Province of Ontario,,6133 glen erin dr mississauga ontario l5n2t7,6133,glen erin dr
973,St Faustina Elementary School,789763,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3420 McDowell Dr,3420 McDowell Dr Mississauga Ontario L5M6R7,Mississauga,Ontario,L5M6R7,Province of Ontario,,3420 mcdowell dr mississauga ontario l5m6r7,3420,mcdowell dr
974,St Francis Xavier Elementary School,792586,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,111 Bartley Bull Pkwy,111 Bartley Bull Pkwy Brampton Ontario L6W2J8,Brampton,Ontario,L6W2J8,Province of Ontario,,111 bartley bull pkwy brampton ontario l6w2j8,111,bartley bull pkwy
975,St Francis Xavier Secondary School,792594,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,50 Bristol Rd W,50 Bristol Rd W Mississauga Ontario L5R3K3,Mississauga,Ontario,L5R3K3,Province of Ontario,,50 bristol rd w mississauga ontario l5r3k3,50,bristol rd w
976,St Francis of Assisi School,792020,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,2480 Thorn Lodge Dr,2480 Thorn Lodge Dr Mississauga Ontario L5K1K5,Mississauga,Ontario,L5K1K5,Province of Ontario,,2480 thorn lodge dr mississauga ontario l5k1k5,2480,thorn lodge dr
977,St Gerard Separate School,794791,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1300 McBride Ave,1300 McBride Ave Mississauga Ontario L5C1M8,Mississauga,Ontario,L5C1M8,Province of Ontario,,1300 mcbride ave mississauga ontario l5c1m8,1300,mcbride ave
978,St Gregory School,795852,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1075 Swinbourne Dr,1075 Swinbourne Dr Mississauga Ontario L5V1B9,Mississauga,Ontario,L5V1B9,Province of Ontario,,1075 swinbourne dr mississauga ontario l5v1b9,1075,swinbourne dr
979,St Helen Separate School,796468,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1325 Bodley Rd,1325 Bodley Rd Mississauga Ontario L5J3X1,Mississauga,Ontario,L5J3X1,Province of Ontario,,1325 bodley rd mississauga ontario l5j3x1,1325,bodley rd
980,St Herbert School,797316,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,5180 Fallingbrook Dr,5180 Fallingbrook Dr Mississauga Ontario L5V2C6,Mississauga,Ontario,L5V2C6,Province of Ontario,,5180 fallingbrook dr mississauga ontario l5v2c6,5180,fallingbrook dr
981,St Hilary Elementary School,797278,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,5070 Fairwind Dr,5070 Fairwind Dr Mississauga Ontario L5R2N4,Mississauga,Ontario,L5R2N4,Province of Ontario,,5070 fairwind dr mississauga ontario l5r2n4,5070,fairwind dr
982,St Isaac Jogues Elementary School,798274,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,300 Great Lakes Dr,300 Great Lakes Dr Brampton Ontario L6R2W7,Brampton,Ontario,L6R2W7,Province of Ontario,,300 great lakes dr brampton ontario l6r2w7,300,great lakes dr
983,St Jean Brebeuf Separate School,800465,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,63 Glenforest Rd,63 Glenforest Rd Brampton Ontario L6S1L8,Brampton,Ontario,L6S1L8,Province of Ontario,,63 glenforest rd brampton ontario l6s1l8,63,glenforest rd
984,St Jerome Separate School,801100,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,790 Paisley Blvd W,790 Paisley Blvd W Mississauga Ontario L5C3P5,Mississauga,Ontario,L5C3P5,Province of Ontario,,790 paisley blvd w mississauga ontario l5c3p5,790,paisley blvd w
985,St Joachim Separate School,801178,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,435 Rutherford Rd N,435 Rutherford Rd N Brampton Ontario L6V3V9,Brampton,Ontario,L6V3V9,Province of Ontario,,435 rutherford rd n brampton ontario l6v3v9,435,rutherford rd n
986,St John Bosco School,690708,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1025 North Park Dr,1025 North Park Dr Brampton Ontario L6S4E1,Brampton,Ontario,L6S4E1,Province of Ontario,,1025 north park dr brampton ontario l6s4e1,1025,north park dr
987,St John Fisher Separate School,803502,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,330 Balmoral Dr,330 Balmoral Dr Brampton Ontario L6T1V6,Brampton,Ontario,L6T1V6,Province of Ontario,,330 balmoral dr brampton ontario l6t1v6,330,balmoral dr
988,St John of the Cross School,801577,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3180 Aquitaine Ave,3180 Aquitaine Ave Mississauga Ontario L5N3S5,Mississauga,Ontario,L5N3S5,Province of Ontario,,3180 aquitaine ave mississauga ontario l5n3s5,3180,aquitaine ave
989,St John the Baptist Elementary School,680435,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,299 Landsbridge St,299 Landsbridge St Bolton Ontario L7E2K4,Bolton,Ontario,L7E2K4,Province of Ontario,,299 landsbridge st bolton ontario l7e2k4,299,landsbridge st
990,St Joseph School,806889,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,8 Parkway Ave,8 Parkway Ave Brampton Ontario L6X2G4,Brampton,Ontario,L6X2G4,Province of Ontario,,8 parkway ave brampton ontario l6x2g4,8,parkway ave
991,St Joseph Secondary School,806919,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,5555 Creditview Rd,5555 Creditview Rd Mississauga Ontario L5V2B9,Mississauga,Ontario,L5V2B9,Province of Ontario,,5555 creditview rd mississauga ontario l5v2b9,5555,creditview rd
992,St Joseph Separate School,811041,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,249 Church St,249 Church St Mississauga Ontario L5M1N1,Mississauga,Ontario,L5M1N1,Province of Ontario,,249 church st mississauga ontario l5m1n1,249,church st
993,St Jude School,816396,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,175 Nahani Way,175 Nahani Way Mississauga Ontario L4Z3J6,Mississauga,Ontario,L4Z3J6,Province of Ontario,,175 nahani way mississauga ontario l4z3j6,175,nahani way
994,St Julia Catholic Elementary School,800007,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,6770 Historic Trail,6770 Historic Trail Mississauga Ontario L5W1J3,Mississauga,Ontario,L5W1J3,Province of Ontario,,6770 historic trail mississauga ontario l5w1j3,6770,historic trail
995,St Kevin School,816906,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,103 Malta Ave,103 Malta Ave Brampton Ontario L6Y4C8,Brampton,Ontario,L6Y4C8,Province of Ontario,,103 malta ave brampton ontario l6y4c8,103,malta ave
996,St Leonard School,818500,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,185 Conestoga Dr,185 Conestoga Dr Brampton Ontario L6Z2Z7,Brampton,Ontario,L6Z2Z7,Province of Ontario,,185 conestoga dr brampton ontario l6z2z7,185,conestoga dr
997,St Louis School,819883,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1450 Lewisham Dr,1450 Lewisham Dr Mississauga Ontario L5J3R3,Mississauga,Ontario,L5J3R3,Province of Ontario,,1450 lewisham dr mississauga ontario l5j3r3,1450,lewisham dr
998,St Luke Catholic Elementary School,819433,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1280 Cobalt St,1280 Cobalt St Mississauga Ontario L5H4L8,Mississauga,Ontario,L5H4L8,Province of Ontario,,1280 cobalt st mississauga ontario l5h4l8,1280,cobalt st
999,St Marcellinus Secondary School,821381,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,730 Courtneypark Dr W,730 Courtneypark Dr W Mississauga Ontario L5W1L9,Mississauga,Ontario,L5W1L9,Province of Ontario,,730 courtneypark dr w mississauga ontario l5w1l9,730,courtneypark dr w
1000,St Margaret of Scotland School,750298,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,2266 Council Ring Rd,2266 Council Ring Rd Mississauga Ontario L5L1C1,Mississauga,Ontario,L5L1C1,Province of Ontario,,2266 council ring rd mississauga ontario l5l1c1,2266,council ring rd
1001,St Marguerite Bourgeoys Separate School,822639,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,550 North Park Dr,550 North Park Dr Brampton Ontario L6S4J8,Brampton,Ontario,L6S4J8,Province of Ontario,,550 north park dr brampton ontario l6s4j8,550,north park dr
1002,St Marguerite d'Youville Secondary School,822655,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,10815 Dixie Rd,10815 Dixie Rd Brampton Ontario L6R2W5,Brampton,Ontario,L6R2W5,Province of Ontario,,10815 dixie rd brampton ontario l6r2w5,10815,dixie rd
1003,St Maria Goretti Elementary School,821365,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,121 Royal Orchard Dr,121 Royal Orchard Dr Brampton Ontario L6X4K9,Brampton,Ontario,L6X4K9,Province of Ontario,,121 royal orchard dr brampton ontario l6x4k9,121,royal orchard dr
1004,St Mark Separate School,823090,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3675 Sawmill Valley Dr,3675 Sawmill Valley Dr Mississauga Ontario L5L2Z5,Mississauga,Ontario,L5L2Z5,Province of Ontario,,3675 sawmill valley dr mississauga ontario l5l2z5,3675,sawmill valley dr
1005,St Martin Secondary School,823953,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,2470 Rosemary Dr,2470 Rosemary Dr Mississauga Ontario L5C1X2,Mississauga,Ontario,L5C1X2,Province of Ontario,,2470 rosemary dr mississauga ontario l5c1x2,2470,rosemary dr
1006,St Mary Elementary School,824950,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,66 Main St S,66 Main St S Brampton Ontario L6W2C6,Brampton,Ontario,L6W2C6,Province of Ontario,,66 main st s brampton ontario l6w2c6,66,main st s
1007,St Matthew Separate School,832308,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,280 Kingsbridge Garden Circle,280 Kingsbridge Garden Circle Mississauga Ontario L5R1L3,Mississauga,Ontario,L5R1L3,Province of Ontario,,280 kingsbridge garden circle mississauga ontario l5r1l3,280,kingsbridge garden circle
1008,St Monica Elementary School,835536,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,60 Sterritt Dr,60 Sterritt Dr Brampton Ontario L6Y5B6,Brampton,Ontario,L6Y5B6,Province of Ontario,,60 sterritt dr brampton ontario l6y5b6,60,sterritt dr
