idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
526,Davie Jones StrongStart Centre,4225133,StrongStart BC,Pre-K,Early Learning Program,12030 Blakely Rd Pitt Meadows BC V3Y 1J6,12030 Blakely Rd,Pitt Meadows,BC,V3Y 1J6,Province of British Columbia,12030 blakely rd pitt meadows bc v3y 1j6,12030,blakely rd
527,Davis Bay Elementary,4646011,Public School,K-7,Standard School,PO Box 512 Sechelt BC V0N 3A0,PO Box 512,Sechelt,BC,V0N 3A0,Province of British Columbia,sechelt bc v0n 3a0,,
528,Dawson Creek Secondary,5959008,Public School,12-Aug,Standard School,10701 10 St Dawson Creek BC V1G 3V2,10701 10 St,Dawson Creek,BC,V1G 3V2,Province of British Columbia,10701 10 st dawson creek bc v1g 3v2,10701,10 st
529,Dawson Creek StrongStart Centre,5925059,StrongStart BC,Pre-K,Early Learning Program,10701 10 St Dawson Creek BC V1G 3V2,10701 10 St,Dawson Creek,BC,V1G 3V2,Province of British Columbia,10701 10 st dawson creek bc v1g 3v2,10701,10 st
530,de l'Anse-au-sable,9323027,Public School,K-12,Standard School,675 Lequime Rd Kelowna BC V1W 1A3,675 Lequime Rd,Kelowna,BC,V1W 1A3,Province of British Columbia,675 lequime rd kelowna bc v1w 1a3,675,lequime rd
531,Deaf/Blind Program,3895009,Public School,No Enrolment Reported,Long Term PRP,7811 Granville Ave Richmond BC V6Y 3E3,7811 Granville Ave,Richmond,BC,V6Y 3E3,Province of British Columbia,7811 granville ave richmond bc v6y 3e3,7811,granville ave
532,Dease Lake School,8787011,Public School,K-12,Standard School,PO Box 280 Dease Lake BC V0C 1L0,PO Box 280,Dease Lake,BC,V0C 1L0,Province of British Columbia,dease lake bc v0c 1l0,,
533,Decker Lake Elementary,9191022,Public School,K-7,Standard School,6710 Decker Lake Frtg Rd Burns Lake BC V0J 1E1,6710 Decker Lake Frtg Rd,Burns Lake,BC,V0J 1E1,Province of British Columbia,6710 decker lake frtg rd burns lake bc v0j 1e1,6710,decker lake frtg rd
534,Decker Lake Mennonite School,9196415,Independent School,"1-10, SU",Standard School,310 Osatuik Rd Burns Lake BC V0J 1E2,310 Osatuik Rd,Burns Lake,BC,V0J 1E2,Province of British Columbia,310 osatuik rd burns lake bc v0j 1e2,310,osatuik rd
535,Deep Cove Elementary,6363004,Public School,K-5,Standard School,10975 West Saanich Rd North Saanich BC V8L 5P6,10975 West Saanich Rd,North Saanich,BC,V8L 5P6,Province of British Columbia,10975 west saanich rd north saanich bc v8l 5p6,10975,west saanich rd
536,Deer Lake SDA School,4196169,Independent School,K-12,Standard School,5550 Gilpin St Burnaby BC V5G 2H6,5550 Gilpin St,Burnaby,BC,V5G 2H6,Province of British Columbia,5550 gilpin st burnaby bc v5g 2h6,5550,gilpin st
537,Delta Access,3799170,Public School,"10-12, GA",Distributed Learning Programs,11584 Lyon Rd Delta BC V4E 2K4,11584 Lyon Rd,Delta,BC,V4E 2K4,Province of British Columbia,11584 lyon rd delta bc v4e 2k4,11584,lyon rd
538,Delta Christian School,3796132,Independent School,K-7,Standard School,4789 53 St Delta BC V4K 2Y9,4789 53 St,Delta,BC,V4K 2Y9,Province of British Columbia,4789 53 st delta bc v4k 2y9,4789,53 st
539,Delta Continuing Education,3737000,Public School,"11-12, GA",Continuing Education,4750 57 St Delta BC V4K 3C9,4750 57 St,Delta,BC,V4K 3C9,Province of British Columbia,4750 57 st delta bc v4k 3c9,4750,57 st
540,Delta Secondary,3737003,Public School,12-Aug,Standard School,4615 51 St Delta BC V4K 2V8,4615 51 St,Delta,BC,V4K 2V8,Province of British Columbia,4615 51 st delta bc v4k 2v8,4615,51 st
541,Delview Secondary,3737021,Public School,12-Aug,Standard School,9111 116 St Delta BC V4C 5W8,9111 116 St,Delta,BC,V4C 5W8,Province of British Columbia,9111 116 st delta bc v4c 5w8,9111,116 st
542,Denetia Elementary,8787002,Public School,12-Jan,Standard School,PO Box 40 Lower Post BC V0C 1W0,PO Box 40,Lower Post,BC,V0C 1W0,Province of British Columbia,lower post bc v0c 1w0,,
543,Denman Island Community School,7171067,Public School,K-7,Standard School,1100 Northwest Rd Denman Island BC V0R 1T0,1100 Northwest Rd,Denman Island,BC,V0R 1T0,Province of British Columbia,1100 northwest rd denman island bc v0r 1t0,1100,northwest rd
544,Departure Bay Elementary,6868028,Public School,K-7,Standard School,3004 Departure Bay Rd Nanaimo BC V9T 1B4,3004 Departure Bay Rd,Nanaimo,BC,V9T 1B4,Province of British Columbia,3004 departure bay rd nanaimo bc v9t 1b4,3004,departure bay rd
545,Deroche Elementary,7575032,Public School,K-6,Standard School,10340 N Deroche Rd Deroche BC V0M 1G0,10340 N Deroche Rd,Deroche,BC,V0M 1G0,Province of British Columbia,10340 n deroche rd deroche bc v0m 1g0,10340,n deroche rd
546,des Colibris,9339118,Public School,K-5,Standard School,590 W 65th Ave Vancouver BC V6P 2P8,590 W 65th Ave,Vancouver,BC,V6P 2P8,Province of British Columbia,590 w 65th ave vancouver bc v6p 2p8,590,w 65th ave
547,des Deux-rives,9375920,Public School,K-8,Standard School,7674 Stave Lake St Mission BC V2V 4G4,7674 Stave Lake St,Mission,BC,V2V 4G4,Province of British Columbia,7674 stave lake st mission bc v2v 4g4,7674,stave lake st
548,des Glaciers,9393007,Public School,K-7,Standard School,1950 Park Dr Revelstoke BC V0E 2S1,1950 Park Dr,Revelstoke,BC,V0E 2S1,Province of British Columbia,1950 park dr revelstoke bc v0e 2s1,1950,park dr
549,des Grands-cedres,9370006,Public School,K-7,Standard School,PO Box 187 Port Alberni BC V9Y 5Y6,PO Box 187,Port Alberni,BC,V9Y 5Y6,Province of British Columbia,port alberni bc v9y 5y6,,
550,des Navigateurs,9338036,Public School,K-7,Standard School,8580 Kilgour Pl Richmond BC V7C 3R1,8580 Kilgour Pl,Richmond,BC,V7C 3R1,Province of British Columbia,8580 kilgour pl richmond bc v7c 3r1,8580,kilgour pl
551,des Pionniers-de-Maillardville,9343092,Public School,K-12,Standard School,1618 Patricia Ave Port Coquitlam BC V3B 4A8,1618 Patricia Ave,Port Coquitlam,BC,V3B 4A8,Province of British Columbia,1618 patricia ave port coquitlam bc v3b 4a8,1618,patricia ave
552,des Sentiers-alpins,9393003,Public School,K-8,Standard School,2780 3A Hwy Nelson BC V1L 6L6,2780 3A Hwy,Nelson,BC,V1L 6L6,Province of British Columbia,2780 3a hwy nelson bc v1l 6l6,2780,3a hwy
553,des Sept-sommets,9311004,Public School,K-7,Standard School,PO Box 880 Rossland BC V0G 1Y0,PO Box 880,Rossland,BC,V0G 1Y0,Province of British Columbia,rossland bc v0g 1y0,,
554,des Voyageurs,9335028,Public School,K-7,Standard School,8736 216 St Langley BC V1M 2X9,8736 216 St,Langley,BC,V1M 2X9,Province of British Columbia,8736 216 st langley bc v1m 2x9,8736,216 st
555,DESC StrongStart Centre,8325206,StrongStart BC,Pre-K,Early Learning Program,PO Box 129 STN Main Salmon Arm BC V1E 4N2,PO Box 129 STN Main,Salmon Arm,BC,V1E 4N2,Province of British Columbia,stn main salmon arm bc v1e 4n2,,stn main
556,Desert Sands Community School,7474019,Public School,K-12,Standard School,PO Box 669 Ashcroft BC V0K 1A0,PO Box 669,Ashcroft,BC,V0K 1A0,Province of British Columbia,ashcroft bc v0k 1a0,,
557,Desert Sands StrongStart Centre,7425444,StrongStart BC,Pre-K,Early Learning Program,PO Box 669 Ashcroft BC V0K 1A0,PO Box 669,Ashcroft,BC,V0K 1A0,Province of British Columbia,ashcroft bc v0k 1a0,,
558,Devereaux Elementary,5959014,Public School,K-7,Standard School,11600 7th St Dawson Creek BC V1G 4R8,11600 7th St,Dawson Creek,BC,V1G 4R8,Province of British Columbia,11600 7th st dawson creek bc v1g 4r8,11600,7th st
559,Devon Gardens Elementary,3737017,Public School,K-7,Standard School,8884 Russell Dr Delta BC V4C 4P8,8884 Russell Dr,Delta,BC,V4C 4P8,Province of British Columbia,8884 russell dr delta bc v4c 4p8,8884,russell dr
560,Dewdney Elementary,7575006,Public School,K-6,Standard School,37151 Hawkins-Pickle Rd B107 Dewdney BC V0M 1H0,37151 Hawkins-Pickle Rd B107,Dewdney,BC,V0M 1H0,Province of British Columbia,37151 hawkins pickle rd b107 dewdney bc v0m 1h0,37151,hawkins pickle rd b107
561,Diamond School,3696048,Independent School,"K-10, EU",Standard School,18620 56 Ave Surrey BC V3S 1G1,18620 56 Ave,Surrey,BC,V3S 1G1,Province of British Columbia,18620 56 ave surrey bc v3s 1g1,18620,56 ave
562,Diamond Vale Elementary,5831006,Public School,K-7,Standard School,2675 Coldwater Ave Merritt BC V1K 1B2,2675 Coldwater Ave,Merritt,BC,V1K 1B2,Province of British Columbia,2675 coldwater ave merritt bc v1k 1b2,2675,coldwater ave
563,Diamond Vale StrongStart Centre,5825023,StrongStart BC,Pre-K,Early Learning Program,2675 Coldwater Ave Merritt BC V1K 1B2,2675 Coldwater Ave,Merritt,BC,V1K 1B2,Province of British Columbia,2675 coldwater ave merritt bc v1k 1b2,2675,coldwater ave
564,Discover Montessori School,6896229,Independent School,"K, EU",Standard School,1111 Dufferin Cr Nanaimo BC V9S 2B5,1111 Dufferin Cr,Nanaimo,BC,V9S 2B5,Province of British Columbia,1111 dufferin cr nanaimo bc v9s 2b5,1111,dufferin cr
565,Discovery Elementary,7965037,Public School,K-7,Standard School,PO Box 99 Shawnigan Lake BC V0R 2W0,PO Box 99,Shawnigan Lake,BC,V0R 2W0,Province of British Columbia,shawnigan lake bc v0r 2w0,,
566,Discovery School,6196265,Independent School,12-Mar,Standard School,4052 Wilkinson Rd Victoria BC V8Z 5A5,4052 Wilkinson Rd,Victoria,BC,V8Z 5A5,Province of British Columbia,4052 wilkinson rd victoria bc v8z 5a5,4052,wilkinson rd
567,Distance Ed School of the Kootenays,898001,Public School,"K-12, SU, GA",Distributed Learning Programs,811 Stanley St Nelson BC V1L 1N8,811 Stanley St,Nelson,BC,V1L 1N8,Province of British Columbia,811 stanley st nelson bc v1l 1n8,811,stanley st
568,District 42 Alternative Secondary,4242026,Public School,12-Aug,Alternate Programs,23125 116 Ave Maple Ridge BC V2X 0G8,23125 116 Ave,Maple Ridge,BC,V2X 0G8,Province of British Columbia,23125 116 ave maple ridge bc v2x 0g8,23125,116 ave
569,Dog Creek Elem-Jr. Secondary,2727070,Public School,10-Jan,Standard School,General Delivery Dog Creek BC V0L 1J0,General Delivery,Dog Creek,BC,V0L 1J0,Province of British Columbia,general delivery dog creek bc v0l 1j0,,general delivery
570,Dogwood Elementary,3636159,Public School,K-7,Standard School,10752 157 St Surrey BC V4N 1K6,10752 157 St,Surrey,BC,V4N 1K6,Province of British Columbia,10752 157 st surrey bc v4n 1k6,10752,157 st
571,Dogwood School,3496607,Independent School,12-Mar,Standard School,33886 Pine St Abbotsford BC V2S 2P3,33886 Pine St,Abbotsford,BC,V2S 2P3,Province of British Columbia,33886 pine st abbotsford bc v2s 2p3,33886,pine st
572,Don Christian Elementary,3636122,Public School,K-7,Standard School,6256 184 St Surrey BC V3S 8E6,6256 184 St,Surrey,BC,V3S 8E6,Province of British Columbia,6256 184 st surrey bc v3s 8e6,6256,184 st
573,Don Ross Middle School,4848026,Public School,"7-9, SU",Standard School,PO Box 299 Brackendale BC V0N 1H0,PO Box 299,Brackendale,BC,V0N 1H0,Province of British Columbia,brackendale bc v0n 1h0,,
574,Don Titus Montessori,5959013,Public School,K-7,Standard School,PO Box 538 Chetwynd BC V0C 1J0,PO Box 538,Chetwynd,BC,V0C 1J0,Province of British Columbia,chetwynd bc v0c 1j0,,
575,Don Titus StrongStart Centre,5925283,StrongStart BC,Pre-K,Early Learning Program,PO Box 538 Chetwynd BC V0C 1J0,PO Box 538,Chetwynd,BC,V0C 1J0,Province of British Columbia,chetwynd bc v0c 1j0,,
576,Donald E McKay Elementary,3838030,Public School,K-7,Standard School,7360 Lombard Rd Richmond BC V7C 3N1,7360 Lombard Rd,Richmond,BC,V7C 3N1,Province of British Columbia,7360 lombard rd richmond bc v7c 3n1,7360,lombard rd
577,Doncaster Elementary,6161028,Public School,K-5,Standard School,1525 Rowan St Victoria BC V8P 1X4,1525 Rowan St,Victoria,BC,V8P 1X4,Province of British Columbia,1525 rowan st victoria bc v8p 1x4,1525,rowan st
578,Dormick Park Elementary,3434043,Public School,K-5,Standard School,32161 Dormick Ave Abbotsford BC V2T 1J6,32161 Dormick Ave,Abbotsford,BC,V2T 1J6,Province of British Columbia,32161 dormick ave abbotsford bc v2t 1j6,32161,dormick ave
579,Dormick Park StrongStart Centre,3425102,StrongStart BC,Pre-K,Early Learning Program,32161 Dormick Ave Abbotsford BC V2T 1J6,32161 Dormick Ave,Abbotsford,BC,V2T 1J6,Province of British Columbia,32161 dormick ave abbotsford bc v2t 1j6,32161,dormick ave
580,Dorothea Walker Elementary,2323030,Public School,K-6,Standard School,4346 Gordon Dr Kelowna BC V1W 1S5,4346 Gordon Dr,Kelowna,BC,V1W 1S5,Province of British Columbia,4346 gordon dr kelowna bc v1w 1s5,4346,gordon dr
581,Dorothy Lynas Elementary,4444048,Public School,K-7,Standard School,4000 Inlet Cres North Vancouver BC V7G 2R2,4000 Inlet Cres,North Vancouver,BC,V7G 2R2,Province of British Columbia,4000 inlet cres north vancouver bc v7g 2r2,4000,inlet cres
582,Dorothy Peacock Elementary,3535053,Public School,K-7,Standard School,20292 91A Ave Langley BC V1M 2G2,20292 91A Ave,Langley,BC,V1M 2G2,Province of British Columbia,20292 91a ave langley bc v1m 2g2,20292,91a ave
583,Douglas Elementary,3636180,Public School,No Enrolment Reported,Standard School,17325 2 Ave Surrey BC V3Z 9P9,17325 2 Ave,Surrey,BC,V3Z 9P9,Province of British Columbia,17325 2 ave surrey bc v3z 9p9,17325,2 ave
584,Douglas Park Community,3535045,Public School,K-5,Standard School,5409 206 St Langley BC V3A 2C5,5409 206 St,Langley,BC,V3A 2C5,Province of British Columbia,5409 206 st langley bc v3a 2c5,5409,206 st
585,Douglas Park StrongStart Centre,3525107,StrongStart BC,Pre-K,Early Learning Program,5409 206 St Langley BC V3A 2C5,5409 206 St,Langley,BC,V3A 2C5,Province of British Columbia,5409 206 st langley bc v3a 2c5,5409,206 st
586,Douglas Road Elementary,4141026,Public School,K-7,Standard School,4861 Canada Way Burnaby BC V5G 1L7,4861 Canada Way,Burnaby,BC,V5G 1L7,Province of British Columbia,4861 canada way burnaby bc v5g 1l7,4861,canada way
587,Dover Bay Secondary,6868010,Public School,"8-12, SU",Standard School,6135 McGirr Rd Nanaimo BC V9V 1M1,6135 McGirr Rd,Nanaimo,BC,V9V 1M1,Province of British Columbia,6135 mcgirr rd nanaimo bc v9v 1m1,6135,mcgirr rd
588,Dr A R Lord Elementary,3939095,Public School,K-7,Standard School,555 Lillooet St Vancouver BC V5K 4G4,555 Lillooet St,Vancouver,BC,V5K 4G4,Province of British Columbia,555 lillooet st vancouver bc v5k 4g4,555,lillooet st
589,Dr Annie B Jamieson Elementary,3939104,Public School,K-7,Standard School,6350 Tisdall Street Vancouver BC V5Z 3N4,6350 Tisdall Street,Vancouver,BC,V5Z 3N4,Province of British Columbia,6350 tisdall street vancouver bc v5z 3n4,6350,tisdall street
590,Dr D A Perley Elementary,5112001,Public School,K-7,Standard School,PO Box 908 Grand Forks BC V0H 1H0,PO Box 908,Grand Forks,BC,V0H 1H0,Province of British Columbia,grand forks bc v0h 1h0,,
591,Dr F D Sinclair Elementary,3636037,Public School,K-7,Standard School,7480 128 St Surrey BC V3W 4E5,7480 128 St,Surrey,BC,V3W 4E5,Province of British Columbia,7480 128 st surrey bc v3w 4e5,7480,128 st
592,Dr George M Weir Elementary,3939105,Public School,K-7,Standard School,2900 44th Ave E Vancouver BC V5R 3A8,2900 44th Ave E,Vancouver,BC,V5R 3A8,Province of British Columbia,2900 44th ave e vancouver bc v5r 3a8,2900,44th ave
593,Dr H N MacCorkindale Elementary,3939115,Public School,K-7,Standard School,6100 Battison St Vancouver BC V5S 3M8,6100 Battison St,Vancouver,BC,V5S 3M8,Province of British Columbia,6100 battison st vancouver bc v5s 3m8,6100,battison st
594,Dr Kearney Middle School,6060063,Public School,09-Jul,Standard School,10723 92 St Fort St John BC V1J 3J4,10723 92 St,Fort St John,BC,V1J 3J4,Province of British Columbia,10723 92 st fort st john bc v1j 3j4,10723,92 st
595,Dr Knox Middle School,2323029,Public School,"7-9, SU",Standard School,121 Drysdale Blvd Kelowna BC V1V 2X9,121 Drysdale Blvd,Kelowna,BC,V1V 2X9,Province of British Columbia,121 drysdale blvd kelowna bc v1v 2x9,121,drysdale blvd
596,Dr R E McKechnie Elementary,3939097,Public School,K-7,Standard School,7455 Maple St Vancouver BC V6P 5P8,7455 Maple St,Vancouver,BC,V6P 5P8,Province of British Columbia,7455 maple st vancouver bc v6p 5p8,7455,maple st
597,Dr Roberta Bondar Elementary,3434055,Public School,K-5,Standard School,32717 Chilcotin Dr Abbotsford BC V2T 5S5,32717 Chilcotin Dr,Abbotsford,BC,V2T 5S5,Province of British Columbia,32717 chilcotin dr abbotsford bc v2t 5s5,32717,chilcotin dr
598,Dr Thomas A Swift Elementary,3434045,Public School,K-5,Standard School,34800 Mierau St Abbotsford BC V2S 5Y4,34800 Mierau St,Abbotsford,BC,V2S 5Y4,Province of British Columbia,34800 mierau st abbotsford bc v2s 5y4,34800,mierau st
599,Dr Thomas A Swift StrongStart Centre,3425227,StrongStart BC,Pre-K,Early Learning Program,34800 Mierau St Abbotsford BC V2S 5Y4,34800 Mierau St,Abbotsford,BC,V2S 5Y4,Province of British Columbia,34800 mierau st abbotsford bc v2s 5y4,34800,mierau st
600,Dr. D. A. Perley StrongStart Centre,5125277,StrongStart BC,Pre-K,Early Learning Program,PO Box 908 Grand Forks BC V0H 1H0,PO Box 908,Grand Forks,BC,V0H 1H0,Province of British Columbia,grand forks bc v0h 1h0,,
601,Dragon Lake Elementary,2828021,Public School,K-7,Standard School,2671 Hydraulic Rd Quesnel BC V2J 4H4,2671 Hydraulic Rd,Quesnel,BC,V2J 4H4,Province of British Columbia,2671 hydraulic rd quesnel bc v2j 4h4,2671,hydraulic rd
602,Dragon Lake StrongStart Centre,2825002,StrongStart BC,Pre-K,Early Learning Program,2671 Quesnel-Hydraulic Rd Quesnel BC V2J 4H4,2671 Quesnel-Hydraulic Rd,Quesnel,BC,V2J 4H4,Province of British Columbia,2671 quesnel hydraulic rd quesnel bc v2j 4h4,2671,quesnel hydraulic rd
603,Drinkwater Elementary,7965024,Public School,"K-7, EU",Standard School,6236 Lane Rd Duncan BC V9L 4E1,6236 Lane Rd,Duncan,BC,V9L 4E1,Province of British Columbia,6236 lane rd duncan bc v9l 4e1,6236,lane rd
604,Drinkwater StrongStart Centre,7925026,StrongStart BC,Pre-K,Early Learning Program,6236 Lane Rd Duncan BC V9L 4E1,6236 Lane Rd,Duncan,BC,V9L 4E1,Province of British Columbia,6236 lane rd duncan bc v9l 4e1,6236,lane rd
605,du Bois-Joli,9337031,Public School,K-7,Standard School,785 49 St Tsawwassen BC V4M 2P3,785 49 St,Tsawwassen,BC,V4M 2P3,Province of British Columbia,785 49 st tsawwassen bc v4m 2p3,785,49 st
606,du Pacifique,9346003,Public School,K-7,Standard School,PO Box 390 Sechelt BC V0N 3A0,PO Box 390,Sechelt,BC,V0N 3A0,Province of British Columbia,sechelt bc v0n 3a0,,
607,Duchess Park Secondary,5757012,Public School,"8-12, SU",Standard School,747 Winnipeg St Prince George BC V2L 2V3,747 Winnipeg St,Prince George,BC,V2L 2V3,Province of British Columbia,747 winnipeg st prince george bc v2l 2v3,747,winnipeg st
608,Dufferin Elementary,7324072,Public School,K-7,Standard School,1880 Hillside Dr Kamloops BC V2E 2E2,1880 Hillside Dr,Kamloops,BC,V2E 2E2,Province of British Columbia,1880 hillside dr kamloops bc v2e 2e2,1880,hillside dr
609,Duncan,9379050,Public School,No Enrolment Reported,Standard School,3039 Sprott Rd Duncan BC V9L 6A1,3039 Sprott Rd,Duncan,BC,V9L 6A1,Province of British Columbia,3039 sprott rd duncan bc v9l 6a1,3039,sprott rd
610,Duncan Christian School,7996086,Independent School,K-12,Standard School,495 Beech Ave Duncan BC V9L 3J8,495 Beech Ave,Duncan,BC,V9L 3J8,Province of British Columbia,495 beech ave duncan bc v9l 3j8,495,beech ave
611,Duncan Cran Elementary,6060058,Public School,K-6,Standard School,8130 89 Ave Fort St John BC V1J 5S5,8130 89 Ave,Fort St John,BC,V1J 5S5,Province of British Columbia,8130 89 ave fort st john bc v1j 5s5,8130,89 ave
